"following","followed"
"SenCoryGardner","SenGaryPeters"
"SenCoryGardner","sendavidperdue"
"SenCoryGardner","SenPatRoberts"
"SenCoryGardner","SenRubioPress"
"SenCoryGardner","SenShelby"
"SenCoryGardner","SenatorSessions"
"SenCoryGardner","SenatorTimScott"
"SenCoryGardner","SenSasse"
"SenCoryGardner","SenJohnThune"
"SenCoryGardner","SenToomey"
"SenCoryGardner","SenatorTester"
"SenCoryGardner","SenThomTillis"
"SenOrrinHatch","SenAlexander"
"SenOrrinHatch","RoyBlunt"
"SenOrrinHatch","SenatorBurr"
"SenOrrinHatch","SenJohnBarrasso"
"SenOrrinHatch","SenBobCorker"
"SenOrrinHatch","SenJoniErnst"
"SenOrrinHatch","SenCoryGardner"
"SenOrrinHatch","SenatorIsakson"
"SenOrrinHatch","SenRonJohnson"
"SenOrrinHatch","SenatorKirk"
"SenOrrinHatch","SenMikeLee"
"SenOrrinHatch","SenJohnMcCain"
"SenOrrinHatch","SenPatRoberts"
"SenOrrinHatch","SenRubioPress"
"SenOrrinHatch","SenShelby"
"SenOrrinHatch","SenToomey"
"SenDeanHeller","SenAlexander"
"SenDeanHeller","RoyBlunt"
"SenDeanHeller","SenatorBoxer"
"SenDeanHeller","SenSherrodBrown"
"SenDeanHeller","SenatorBurr"
"SenDeanHeller","SenatorBaldwin"
"SenDeanHeller","JohnBoozman"
"SenDeanHeller","SenJohnBarrasso"
"SenDeanHeller","SenBennetCO"
"SenDeanHeller","SenBlumenthal"
"SenDeanHeller","SenatorCantwell"
"SenDeanHeller","SenatorCardin"
"SenDeanHeller","SenatorCarper"
"SenDeanHeller","SenDanCoats"
"SenDeanHeller","SenThadCochran"
"SenDeanHeller","MikeCrapo"
"SenDeanHeller","SenatorCollins"
"SenDeanHeller","SenCapito"
"SenDeanHeller","JohnCornyn"
"SenDeanHeller","SenBobCasey"
"SenDeanHeller","SenBobCorker"
"SenDeanHeller","SenCoonsOffice"
"SenDeanHeller","SenTomCotton"
"SenDeanHeller","SenTedCruz"
"SenDeanHeller","SenatorDurbin"
"SenDeanHeller","SenDonnelly"
"SenDeanHeller","SteveDaines"
"SenDeanHeller","SenatorEnzi"
"SenDeanHeller","SenJoniErnst"
"SenDeanHeller","SenFeinstein"
"SenDeanHeller","JeffFlake"
"SenDeanHeller","SenatorFischer"
"SenDeanHeller","ChuckGrassley"
"SenDeanHeller","SenCoryGardner"
"SenDeanHeller","SenOrrinHatch"
"SenDeanHeller","maziehirono"
"SenDeanHeller","MartinHeinrich"
"SenDeanHeller","SenJohnHoeven"
"SenDeanHeller","SenatorHeitkamp"
"SenDeanHeller","InhofePress"
"SenDeanHeller","SenatorIsakson"
"SenDeanHeller","SenRonJohnson"
"SenDeanHeller","SenatorKirk"
"SenDeanHeller","SenAngusKing"
"SenDeanHeller","SenKaineOffice"
"SenDeanHeller","SenatorLeahy"
"SenDeanHeller","SenatorLankford"
"SenDeanHeller","SenMikeLee"
"SenDeanHeller","SenJohnMcCain"
"SenDeanHeller","McConnellPress"
"SenDeanHeller","SenatorMenendez"
"SenDeanHeller","SenatorBarb"
"SenDeanHeller","JerryMoran"
"SenDeanHeller","PattyMurray"
"SenDeanHeller","lisamurkowski"
"SenDeanHeller","ChrisMurphyCT"
"SenDeanHeller","McCaskillOffice"
"SenDeanHeller","SenJeffMerkley"
"SenDeanHeller","Sen_JoeManchin"
"SenDeanHeller","SenBillNelson"
"SenDeanHeller","senrobportman"
"SenDeanHeller","SenGaryPeters"
"SenDeanHeller","sendavidperdue"
"SenDeanHeller","SenJackReed"
"SenDeanHeller","SenatorReid"
"SenDeanHeller","SenPatRoberts"
"SenDeanHeller","SenatorRisch"
"SenDeanHeller","SenRubioPress"
"SenDeanHeller","SenatorRounds"
"SenDeanHeller","SenSanders"
"SenDeanHeller","SenSchumer"
"SenDeanHeller","SenShelby"
"SenDeanHeller","SenStabenow"
"SenDeanHeller","SenatorSessions"
"SenDeanHeller","SenatorShaheen"
"SenDeanHeller","SenatorTimScott"
"SenDeanHeller","SenBrianSchatz"
"SenDeanHeller","SenSasse"
"SenDeanHeller","SenDanSullivan"
"SenDeanHeller","SenJohnThune"
"SenDeanHeller","SenToomey"
"SenDeanHeller","SenatorTester"
"SenDeanHeller","SenThomTillis"
"SenDeanHeller","SenatorTomUdall"
"SenDeanHeller","SenatorWicker"
"SenDeanHeller","RonWyden"
"SenDeanHeller","SenWhitehouse"
"SenDeanHeller","MarkWarner"
"SenDeanHeller","SenWarren"
"maziehirono","SenatorBoxer"
"maziehirono","SenSherrodBrown"
"maziehirono","SenatorBaldwin"
"maziehirono","SenBlumenthal"
"maziehirono","SenBookerOfc"
"maziehirono","SenatorCardin"
"maziehirono","JohnCornyn"
"maziehirono","SenBobCasey"
"maziehirono","SenCoonsOffice"
"maziehirono","SenatorDurbin"
"maziehirono","SenDonnelly"
"maziehirono","SenFeinstein"
"maziehirono","JeffFlake"
"maziehirono","SenatorFischer"
"maziehirono","ChuckGrassley"
"maziehirono","SenOrrinHatch"
"maziehirono","SenDeanHeller"
"maziehirono","MartinHeinrich"
"maziehirono","SenatorHeitkamp"
"maziehirono","SenAngusKing"
"maziehirono","SenatorLeahy"
"maziehirono","SenMikeLee"
"maziehirono","SenJohnMcCain"
"maziehirono","SenatorMenendez"
"maziehirono","SenatorBarb"
"maziehirono","JerryMoran"
"maziehirono","PattyMurray"
"maziehirono","lisamurkowski"
"maziehirono","ChrisMurphyCT"
"maziehirono","McCaskillOffice"
"maziehirono","Sen_JoeManchin"
"maziehirono","SenBillNelson"
"maziehirono","SenJackReed"
"maziehirono","SenatorReid"
"maziehirono","SenSanders"
"maziehirono","SenSchumer"
"maziehirono","SenatorShaheen"
"maziehirono","SenatorTimScott"
"maziehirono","SenBrianSchatz"
"maziehirono","SenatorTomUdall"
"maziehirono","RonWyden"
"maziehirono","SenWhitehouse"
"maziehirono","MarkWarner"
"maziehirono","SenWarren"
"MartinHeinrich","SenAlexander"
"MartinHeinrich","SenBennetCO"
"MartinHeinrich","SenFeinstein"
"MartinHeinrich","PattyMurray"
"MartinHeinrich","lisamurkowski"
"MartinHeinrich","ChrisMurphyCT"
"MartinHeinrich","SenBrianSchatz"
"MartinHeinrich","SenatorTomUdall"
"MartinHeinrich","RonWyden"
"SenJohnHoeven","SenAlexander"
"SenJohnHoeven","RoyBlunt"
"SenJohnHoeven","SenatorBurr"
"SenJohnHoeven","JohnBoozman"
"SenJohnHoeven","SenJohnBarrasso"
"SenJohnHoeven","SenDanCoats"
"SenJohnHoeven","SenThadCochran"
"SenJohnHoeven","MikeCrapo"
"SenJohnHoeven","SenatorCollins"
"SenJohnHoeven","JohnCornyn"
"SenJohnHoeven","SenBobCorker"
"SenJohnHoeven","SenTomCotton"
"SenJohnHoeven","SenTedCruz"
"SenJohnHoeven","SenatorEnzi"
"SenJohnHoeven","SenatorFischer"
"SenJohnHoeven","SenDeanHeller"
"SenJohnHoeven","InhofePress"
"SenJohnHoeven","SenatorIsakson"
"SenJohnHoeven","SenRonJohnson"
"SenJohnHoeven","SenatorKirk"
"SenJohnHoeven","SenAngusKing"
"SenJohnHoeven","SenatorLankford"
"SenJohnHoeven","SenJohnMcCain"
"SenJohnHoeven","SenatorBarb"
"SenJohnHoeven","JerryMoran"
"SenJohnHoeven","lisamurkowski"
"SenJohnHoeven","Sen_JoeManchin"
"SenJohnHoeven","senrobportman"
"SenJohnHoeven","sendavidperdue"
"SenJohnHoeven","SenPatRoberts"
"SenJohnHoeven","SenatorRisch"
"SenJohnHoeven","SenRubioPress"
"SenJohnHoeven","SenatorRounds"
"SenJohnHoeven","SenStabenow"
"SenJohnHoeven","SenatorSessions"
"SenJohnHoeven","SenatorTimScott"
"SenJohnHoeven","SenJohnThune"
"SenJohnHoeven","SenToomey"
"SenJohnHoeven","SenatorWicker"
"SenJohnHoeven","SenWarren"
"SenatorHeitkamp","SenJohnBarrasso"
"SenatorHeitkamp","SenatorCardin"
"SenatorHeitkamp","SenatorCollins"
"SenatorHeitkamp","SenBobCorker"
"SenatorHeitkamp","SenatorDurbin"
"SenatorHeitkamp","SenDonnelly"
"SenatorHeitkamp","maziehirono"
"SenatorHeitkamp","MartinHeinrich"
"SenatorHeitkamp","SenJohnHoeven"
"SenatorHeitkamp","SenatorIsakson"
"SenatorHeitkamp","SenAngusKing"
"SenatorHeitkamp","SenatorLeahy"
"SenatorHeitkamp","SenatorLankford"
"SenatorHeitkamp","SenatorBarb"
"SenatorHeitkamp","lisamurkowski"
"SenatorHeitkamp","SenJackReed"
"SenatorHeitkamp","SenatorRounds"
"SenatorHeitkamp","SenStabenow"
"SenatorHeitkamp","SenWarren"
"InhofePress","SenAlexander"
"InhofePress","RoyBlunt"
"InhofePress","SenatorBoxer"
"InhofePress","SenatorBurr"
"InhofePress","JohnBoozman"
"InhofePress","SenJohnBarrasso"
"InhofePress","SenDanCoats"
"InhofePress","SenThadCochran"
"InhofePress","MikeCrapo"
"InhofePress","SenatorCollins"
"InhofePress","JohnCornyn"
"InhofePress","SenBobCorker"
"InhofePress","SenTedCruz"
"InhofePress","SenatorEnzi"
"InhofePress","JeffFlake"
"InhofePress","SenatorFischer"
"InhofePress","ChuckGrassley"
"InhofePress","SenDeanHeller"
"InhofePress","SenJohnHoeven"
"InhofePress","SenatorIsakson"
"InhofePress","SenRonJohnson"
"InhofePress","SenatorKirk"
"InhofePress","SenatorLankford"
"InhofePress","SenMikeLee"
"InhofePress","McConnellPress"
"InhofePress","JerryMoran"
"InhofePress","lisamurkowski"
"InhofePress","SenBillNelson"
"InhofePress","senrobportman"
"InhofePress","SenPatRoberts"
"InhofePress","SenRubioPress"
"InhofePress","SenShelby"
"InhofePress","SenatorSessions"
"InhofePress","SenJohnThune"
"InhofePress","SenToomey"
"InhofePress","SenatorWicker"
"InhofePress","SenWarren"
"SenatorIsakson","SenAlexander"
"SenatorIsakson","RoyBlunt"
"SenatorIsakson","SenatorBoxer"
"SenatorIsakson","SenatorBurr"
"SenatorIsakson","JohnBoozman"
"SenatorIsakson","SenJohnBarrasso"
"SenatorIsakson","SenBlumenthal"
"SenatorIsakson","SenatorCarper"
"SenatorIsakson","SenDanCoats"
"SenatorIsakson","SenThadCochran"
"SenatorIsakson","MikeCrapo"
"SenatorIsakson","SenatorCollins"
"SenatorIsakson","JohnCornyn"
"SenatorIsakson","SenBobCasey"
"SenatorIsakson","SenBobCorker"
"SenatorIsakson","SenatorEnzi"
"SenatorIsakson","SenJoniErnst"
"SenatorIsakson","JeffFlake"
"SenatorIsakson","SenatorFischer"
"SenatorIsakson","ChuckGrassley"
"SenatorIsakson","SenOrrinHatch"
"SenatorIsakson","SenDeanHeller"
"SenatorIsakson","SenJohnHoeven"
"SenatorIsakson","InhofePress"
"SenatorIsakson","SenRonJohnson"
"SenatorIsakson","SenatorKirk"
"SenatorIsakson","SenatorLeahy"
"SenatorIsakson","SenJohnMcCain"
"SenatorIsakson","McConnellPress"
"SenatorIsakson","SenatorMenendez"
"SenatorIsakson","JerryMoran"
"SenatorIsakson","PattyMurray"
"SenatorIsakson","lisamurkowski"
"SenatorIsakson","Sen_JoeManchin"
"SenatorIsakson","senrobportman"
"SenatorIsakson","sendavidperdue"
"SenatorIsakson","SenJackReed"
"SenatorIsakson","SenPatRoberts"
"SenatorIsakson","SenatorRisch"
"SenatorIsakson","SenRubioPress"
"SenatorIsakson","SenShelby"
"SenatorIsakson","SenatorSessions"
"SenatorIsakson","SenatorShaheen"
"SenatorIsakson","SenatorTimScott"
"SenatorIsakson","SenJohnThune"
"SenatorIsakson","SenToomey"
"SenatorIsakson","SenatorWicker"
"SenatorIsakson","SenWhitehouse"
"SenRonJohnson","SenAlexander"
"SenRonJohnson","SenatorBurr"
"SenRonJohnson","SenatorBaldwin"
"SenRonJohnson","JohnBoozman"
"SenRonJohnson","SenJohnBarrasso"
"SenRonJohnson","SenThadCochran"
"SenRonJohnson","MikeCrapo"
"SenRonJohnson","SenatorCollins"
"SenRonJohnson","JohnCornyn"
"SenRonJohnson","SenBobCorker"
"SenRonJohnson","SenTedCruz"
"SenRonJohnson","SenatorEnzi"
"SenRonJohnson","lisamurkowski"
"SenRonJohnson","senrobportman"
"SenRonJohnson","SenatorSessions"
"SenRonJohnson","SenJohnThune"
"SenRonJohnson","SenToomey"
"SenatorKirk","SenAlexander"
"SenatorKirk","RoyBlunt"
"SenatorKirk","SenatorBoxer"
"SenatorKirk","SenSherrodBrown"
"SenatorKirk","SenatorBurr"
"SenatorKirk","JohnBoozman"
"SenatorKirk","SenJohnBarrasso"
"SenatorKirk","SenBennetCO"
"SenatorKirk","SenatorCantwell"
"SenatorKirk","SenatorCardin"
"SenatorKirk","SenDanCoats"
"SenatorKirk","SenatorCollins"
"SenatorKirk","SenCapito"
"SenatorKirk","JohnCornyn"
"SenatorKirk","SenBobCorker"
"SenatorKirk","SenTomCotton"
"SenatorKirk","SenatorDurbin"
"SenatorKirk","SenJoniErnst"
"SenatorKirk","JeffFlake"
"SenatorKirk","ChuckGrassley"
"SenatorKirk","SenCoryGardner"
"SenatorKirk","SenDeanHeller"
"SenatorKirk","SenatorIsakson"
"SenatorKirk","SenRonJohnson"
"SenatorKirk","SenMikeLee"
"SenatorKirk","SenJohnMcCain"
"SenatorKirk","McConnellPress"
"SenatorKirk","SenatorMenendez"
"SenatorKirk","SenatorBarb"
"SenatorKirk","JerryMoran"
"SenatorKirk","lisamurkowski"
"SenatorKirk","SenJeffMerkley"
"SenatorKirk","Sen_JoeManchin"
"SenatorKirk","SenBillNelson"
"SenatorKirk","senrobportman"
"SenatorKirk","sendavidperdue"
"SenatorKirk","SenatorReid"
"SenatorKirk","SenPatRoberts"
"SenatorKirk","SenatorRounds"
"SenatorKirk","SenSanders"
"SenatorKirk","SenSchumer"
"SenatorKirk","SenatorSessions"
"SenatorKirk","SenatorShaheen"
"SenatorKirk","SenSasse"
"SenatorKirk","SenJohnThune"
"SenatorKirk","SenToomey"
"SenatorKirk","SenThomTillis"
"SenatorKirk","SenatorTomUdall"
"SenatorKirk","SenatorWicker"
"SenatorKirk","MarkWarner"
"SenAngusKing","SenAlexander"
"SenAngusKing","RoyBlunt"
"SenAngusKing","SenatorBoxer"
"SenAngusKing","SenSherrodBrown"
"SenAngusKing","SenatorBurr"
"SenAngusKing","SenatorBaldwin"
"SenAngusKing","JohnBoozman"
"SenAngusKing","SenJohnBarrasso"
"SenAngusKing","SenBennetCO"
"SenAngusKing","SenBlumenthal"
"SenAngusKing","SenatorCantwell"
"SenAngusKing","SenatorCardin"
"SenAngusKing","SenatorCarper"
"SenAngusKing","SenDanCoats"
"SenAngusKing","SenThadCochran"
"SenAngusKing","MikeCrapo"
"SenAngusKing","SenatorCollins"
"SenAngusKing","SenCapito"
"SenAngusKing","JohnCornyn"
"SenAngusKing","SenBobCasey"
"SenAngusKing","SenBobCorker"
"SenAngusKing","SenCoonsOffice"
"SenAngusKing","SenTomCotton"
"SenAngusKing","SenTedCruz"
"SenAngusKing","SenatorDurbin"
"SenAngusKing","SenDonnelly"
"SenAngusKing","SteveDaines"
"SenAngusKing","SenatorEnzi"
"SenAngusKing","SenJoniErnst"
"SenAngusKing","SenFeinstein"
"SenAngusKing","SenatorFischer"
"SenAngusKing","ChuckGrassley"
"SenAngusKing","SenCoryGardner"
"SenAngusKing","SenOrrinHatch"
"SenAngusKing","SenDeanHeller"
"SenAngusKing","maziehirono"
"SenAngusKing","MartinHeinrich"
"SenAngusKing","SenJohnHoeven"
"SenAngusKing","SenatorHeitkamp"
"SenAngusKing","InhofePress"
"SenAngusKing","SenatorIsakson"
"SenAngusKing","SenRonJohnson"
"SenAngusKing","SenatorKirk"
"SenAngusKing","SenKaineOffice"
"SenAngusKing","SenatorLeahy"
"SenAngusKing","SenatorLankford"
"SenAngusKing","SenMikeLee"
"SenAngusKing","SenJohnMcCain"
"SenAngusKing","McConnellPress"
"SenAngusKing","SenatorMenendez"
"SenAngusKing","SenatorBarb"
"SenAngusKing","JerryMoran"
"SenAngusKing","PattyMurray"
"SenAngusKing","ChrisMurphyCT"
"SenAngusKing","McCaskillOffice"
"SenAngusKing","SenJeffMerkley"
"SenAngusKing","Sen_JoeManchin"
"SenAngusKing","SenBillNelson"
"SenAngusKing","senrobportman"
"SenAngusKing","SenGaryPeters"
"SenAngusKing","sendavidperdue"
"SenAngusKing","SenJackReed"
"SenAngusKing","SenatorReid"
"SenAngusKing","SenPatRoberts"
"SenAngusKing","SenatorRisch"
"SenAngusKing","SenRubioPress"
"SenAngusKing","SenatorRounds"
"SenAngusKing","SenSanders"
"SenAngusKing","SenSchumer"
"SenAngusKing","SenShelby"
"SenAngusKing","SenStabenow"
"SenAngusKing","SenatorSessions"
"SenAngusKing","SenatorShaheen"
"SenAngusKing","SenatorTimScott"
"SenAngusKing","SenBrianSchatz"
"SenAngusKing","SenDanSullivan"
"SenAngusKing","SenJohnThune"
"SenAngusKing","SenToomey"
"SenAngusKing","SenatorTester"
"SenAngusKing","SenThomTillis"
"SenAngusKing","SenatorTomUdall"
"SenAngusKing","SenatorWicker"
"SenAngusKing","RonWyden"
"SenAngusKing","SenWhitehouse"
"SenAngusKing","MarkWarner"
"SenAngusKing","SenWarren"
"SenKaineOffice","SenAlexander"
"SenKaineOffice","RoyBlunt"
"SenKaineOffice","SenatorBoxer"
"SenKaineOffice","SenSherrodBrown"
"SenKaineOffice","SenatorBurr"
"SenKaineOffice","SenatorBaldwin"
"SenKaineOffice","JohnBoozman"
"SenKaineOffice","SenJohnBarrasso"
"SenKaineOffice","SenBennetCO"
"SenKaineOffice","SenBlumenthal"
"SenKaineOffice","SenBookerOfc"
"SenKaineOffice","SenatorCantwell"
"SenKaineOffice","SenatorCardin"
"SenKaineOffice","SenatorCarper"
"SenKaineOffice","SenDanCoats"
"SenKaineOffice","MikeCrapo"
"SenKaineOffice","SenatorCollins"
"SenKaineOffice","SenBobCasey"
"SenKaineOffice","SenBobCorker"
"SenKaineOffice","SenCoonsOffice"
"SenKaineOffice","SenatorDurbin"
"SenKaineOffice","JeffFlake"
"SenKaineOffice","ChuckGrassley"
"SenKaineOffice","SenOrrinHatch"
"SenKaineOffice","SenDeanHeller"
"SenKaineOffice","maziehirono"
"SenKaineOffice","SenJohnHoeven"
"SenKaineOffice","SenatorHeitkamp"
"SenKaineOffice","InhofePress"
"SenKaineOffice","SenRonJohnson"
"SenKaineOffice","SenatorKirk"
"SenKaineOffice","SenatorLeahy"
"SenKaineOffice","SenJohnMcCain"
"SenKaineOffice","McConnellPress"
"SenKaineOffice","SenatorMenendez"
"SenKaineOffice","SenatorBarb"
"SenKaineOffice","JerryMoran"
"SenKaineOffice","PattyMurray"
"SenKaineOffice","lisamurkowski"
"SenKaineOffice","McCaskillOffice"
"SenKaineOffice","SenJeffMerkley"
"SenKaineOffice","Sen_JoeManchin"
"SenKaineOffice","SenBillNelson"
"SenKaineOffice","senrobportman"
"SenKaineOffice","SenJackReed"
"SenKaineOffice","SenatorReid"
"SenKaineOffice","SenPatRoberts"
"SenKaineOffice","SenRubioPress"
"SenKaineOffice","SenSanders"
"SenKaineOffice","SenSchumer"
"SenKaineOffice","SenStabenow"
"SenKaineOffice","SenatorShaheen"
"SenKaineOffice","SenatorTimScott"
"SenKaineOffice","SenJohnThune"
"SenKaineOffice","SenToomey"
"SenKaineOffice","SenatorWicker"
"SenKaineOffice","RonWyden"
"SenKaineOffice","SenWhitehouse"
"SenKaineOffice","MarkWarner"
"SenatorLeahy","SenatorCardin"
"SenatorLeahy","SenatorMenendez"
"SenatorLeahy","SenatorBarb"
"SenatorLeahy","lisamurkowski"
"SenatorLeahy","SenJeffMerkley"
"SenatorLeahy","SenBillNelson"
"SenatorLeahy","SenatorReid"
"SenatorLeahy","SenSanders"
"SenatorLeahy","SenSchumer"
"SenatorLeahy","SenStabenow"
"SenatorLeahy","SenatorShaheen"
"SenatorLeahy","SenatorTomUdall"
"SenatorLeahy","SenWarren"
"SenatorLankford","SenAlexander"
"SenatorLankford","RoyBlunt"
"SenatorLankford","SenatorBoxer"
"SenatorLankford","SenSherrodBrown"
"SenatorLankford","SenatorBurr"
"SenatorLankford","SenatorBaldwin"
"SenatorLankford","JohnBoozman"
"SenatorLankford","SenJohnBarrasso"
"SenatorLankford","SenatorCantwell"
"SenatorLankford","SenatorCardin"
"SenatorLankford","SenatorCarper"
"SenatorLankford","SenDanCoats"
"SenatorLankford","SenThadCochran"
"SenatorLankford","MikeCrapo"
"SenatorLankford","SenatorCollins"
"SenatorLankford","SenCapito"
"SenatorLankford","JohnCornyn"
"SenatorLankford","SenBobCorker"
"SenatorLankford","SenTomCotton"
"SenatorLankford","SenTedCruz"
"SenatorLankford","SenatorDurbin"
"SenatorLankford","SenDonnelly"
"SenatorLankford","SteveDaines"
"SenatorLankford","SenatorEnzi"
"SenatorLankford","SenJoniErnst"
"SenatorLankford","SenFeinstein"
"SenatorLankford","JeffFlake"
"SenatorLankford","SenatorFischer"
"SenatorLankford","ChuckGrassley"
"SenatorLankford","SenCoryGardner"
"SenatorLankford","SenOrrinHatch"
"SenatorLankford","SenDeanHeller"
"SenatorLankford","maziehirono"
"SenatorLankford","MartinHeinrich"
"SenatorLankford","SenJohnHoeven"
"SenatorLankford","SenatorHeitkamp"
"SenatorLankford","InhofePress"
"SenatorLankford","SenatorIsakson"
"SenatorLankford","SenRonJohnson"
"SenatorLankford","SenatorKirk"
"SenatorLankford","SenAngusKing"
"SenatorLankford","SenatorLeahy"
"SenatorLankford","SenMikeLee"
"SenatorLankford","SenJohnMcCain"
"SenatorLankford","McConnellPress"
"SenatorLankford","SenatorMenendez"
"SenatorLankford","SenatorBarb"
"SenatorLankford","JerryMoran"
"SenatorLankford","PattyMurray"
"SenatorLankford","lisamurkowski"
"SenatorLankford","ChrisMurphyCT"
"SenatorLankford","SenJeffMerkley"
"SenatorLankford","Sen_JoeManchin"
"SenatorLankford","SenBillNelson"
"SenatorLankford","senrobportman"
"SenatorLankford","SenGaryPeters"
"SenatorLankford","sendavidperdue"
"SenatorLankford","SenJackReed"
"SenatorLankford","SenatorReid"
"SenatorLankford","SenPatRoberts"
"SenatorLankford","SenatorRisch"
"SenatorLankford","SenRubioPress"
"SenatorLankford","SenatorRounds"
"SenatorLankford","SenSanders"
"SenatorLankford","SenSchumer"
"SenatorLankford","SenShelby"
"SenatorLankford","SenStabenow"
"SenatorLankford","SenatorSessions"
"SenatorLankford","SenatorShaheen"
"SenatorLankford","SenatorTimScott"
"SenatorLankford","SenSasse"
"SenatorLankford","SenDanSullivan"
"SenatorLankford","SenJohnThune"
"SenatorLankford","SenToomey"
"SenatorLankford","SenThomTillis"
"SenatorLankford","SenatorTomUdall"
"SenatorLankford","SenatorWicker"
"SenatorLankford","RonWyden"
"SenatorLankford","MarkWarner"
"SenMikeLee","SenAlexander"
"SenMikeLee","RoyBlunt"
"SenMikeLee","SenatorBoxer"
"SenMikeLee","SenSherrodBrown"
"SenMikeLee","SenatorBurr"
"SenMikeLee","JohnBoozman"
"SenMikeLee","SenJohnBarrasso"
"SenMikeLee","SenBennetCO"
"SenMikeLee","SenBlumenthal"
"SenMikeLee","SenatorCantwell"
"SenMikeLee","SenatorCardin"
"SenMikeLee","SenatorCarper"
"SenMikeLee","SenDanCoats"
"SenMikeLee","SenThadCochran"
"SenMikeLee","MikeCrapo"
"SenMikeLee","SenatorCollins"
"SenMikeLee","JohnCornyn"
"SenMikeLee","SenBobCasey"
"SenMikeLee","SenBobCorker"
"SenMikeLee","SenTomCotton"
"SenMikeLee","SenTedCruz"
"SenMikeLee","SenatorDurbin"
"SenMikeLee","SenDonnelly"
"SenMikeLee","SteveDaines"
"SenMikeLee","SenatorEnzi"
"SenMikeLee","JeffFlake"
"SenMikeLee","SenatorFischer"
"SenMikeLee","ChuckGrassley"
"SenMikeLee","SenOrrinHatch"
"SenMikeLee","SenDeanHeller"
"SenMikeLee","SenJohnHoeven"
"SenMikeLee","SenatorHeitkamp"
"SenMikeLee","InhofePress"
"SenMikeLee","SenatorIsakson"
"SenMikeLee","SenRonJohnson"
"SenMikeLee","SenatorKirk"
"SenMikeLee","SenatorLeahy"
"SenMikeLee","SenatorLankford"
"SenMikeLee","SenJohnMcCain"
"SenMikeLee","McConnellPress"
"SenMikeLee","SenatorMenendez"
"SenMikeLee","SenatorBarb"
"SenMikeLee","JerryMoran"
"SenMikeLee","PattyMurray"
"SenMikeLee","lisamurkowski"
"SenMikeLee","SenJeffMerkley"
"SenMikeLee","Sen_JoeManchin"
"SenMikeLee","SenBillNelson"
"SenMikeLee","senrobportman"
"SenMikeLee","sendavidperdue"
"SenMikeLee","SenatorReid"
"SenMikeLee","SenPatRoberts"
"SenMikeLee","SenatorRisch"
"SenMikeLee","SenRubioPress"
"SenMikeLee","SenSanders"
"SenMikeLee","SenSchumer"
"SenMikeLee","SenShelby"
"SenMikeLee","SenStabenow"
"SenMikeLee","SenatorSessions"
"SenMikeLee","SenatorTimScott"
"SenMikeLee","SenSasse"
"SenMikeLee","SenDanSullivan"
"SenMikeLee","SenJohnThune"
"SenMikeLee","SenToomey"
"SenMikeLee","SenatorTester"
"SenMikeLee","SenatorTomUdall"
"SenMikeLee","SenatorWicker"
"SenMikeLee","RonWyden"
"SenMikeLee","MarkWarner"
"SenJohnMcCain","SenJohnBarrasso"
"SenJohnMcCain","SenBennetCO"
"SenJohnMcCain","SenatorCardin"
"SenJohnMcCain","SenDanCoats"
"SenJohnMcCain","SenatorCollins"
"SenJohnMcCain","JohnCornyn"
"SenJohnMcCain","SenTomCotton"
"SenJohnMcCain","JeffFlake"
"SenJohnMcCain","SenatorFischer"
"SenJohnMcCain","senrobportman"
"SenJohnMcCain","SenatorReid"
"SenJohnMcCain","SenatorRounds"
"SenJohnMcCain","SenatorSessions"
"SenJohnMcCain","SenatorWicker"
"SenJohnMcCain","SenWhitehouse"
"SenatorMenendez","SenatorBoxer"
"SenatorMenendez","SenSherrodBrown"
"SenatorMenendez","SenatorBaldwin"
"SenatorMenendez","SenBennetCO"
"SenatorMenendez","SenBlumenthal"
"SenatorMenendez","SenatorCantwell"
"SenatorMenendez","SenatorCardin"
"SenatorMenendez","SenatorCarper"
"SenatorMenendez","SenatorCollins"
"SenatorMenendez","JohnCornyn"
"SenatorMenendez","SenBobCasey"
"SenatorMenendez","SenBobCorker"
"SenatorMenendez","SenCoonsOffice"
"SenatorMenendez","SenatorDurbin"
"SenatorMenendez","SenFeinstein"
"SenatorMenendez","JeffFlake"
"SenatorMenendez","SenatorFischer"
"SenatorMenendez","maziehirono"
"SenatorMenendez","MartinHeinrich"
"SenatorMenendez","SenatorHeitkamp"
"SenatorMenendez","SenatorIsakson"
"SenatorMenendez","SenRonJohnson"
"SenatorMenendez","SenatorKirk"
"SenatorMenendez","SenKaineOffice"
"SenatorMenendez","SenatorLeahy"
"SenatorMenendez","SenJohnMcCain"
"SenatorMenendez","SenatorBarb"
"SenatorMenendez","PattyMurray"
"SenatorMenendez","lisamurkowski"
"SenatorMenendez","ChrisMurphyCT"
"SenatorMenendez","McCaskillOffice"
"SenatorMenendez","SenJeffMerkley"
"SenatorMenendez","Sen_JoeManchin"
"SenatorMenendez","SenBillNelson"
"SenatorMenendez","senrobportman"
"SenatorMenendez","SenGaryPeters"
"SenatorMenendez","SenJackReed"
"SenatorMenendez","SenatorReid"
"SenatorMenendez","SenSanders"
"SenatorMenendez","SenSchumer"
"SenatorMenendez","SenStabenow"
"SenatorMenendez","SenatorSessions"
"SenatorMenendez","SenatorShaheen"
"SenatorMenendez","SenatorTimScott"
"SenatorMenendez","SenToomey"
"SenatorMenendez","SenatorTomUdall"
"SenatorMenendez","RonWyden"
"SenatorMenendez","SenWhitehouse"
