"year","state","county","rep","dem","other"
1992,"texas","roberts",391,126,100
1992,"texas","robertson",1707,2927,970
1992,"texas","rockwall",6427,2397,4445
1992,"texas","runnels",1653,1401,1286
1992,"texas","rusk",7560,5391,3623
1992,"texas","sabine",1490,2288,900
1992,"texas","san augustine",1243,1737,669
1992,"texas","san jacinto",2494,2846,1671
1992,"texas","san patricio",7456,8202,3229
1992,"texas","san saba",723,716,664
1992,"texas","schleicher",452,420,359
1992,"texas","scurry",2670,1609,1842
1992,"texas","shackelford",623,484,426
1992,"texas","shelby",3217,3986,1502
1992,"texas","sherman",851,261,257
1992,"texas","smith",27753,17514,13739
1992,"texas","somervell",872,782,914
1992,"texas","starr",1209,7668,384
1992,"texas","stephens",1573,1115,1068
1992,"texas","sterling",322,127,185
1992,"texas","stonewall",242,561,322
1992,"texas","sutton",687,524,387
1992,"texas","swisher",989,1413,547
1992,"texas","tarrant",183387,156230,131779
1992,"texas","taylor",22614,12382,10458
1992,"texas","terrell",176,325,130
1992,"texas","terry",2309,1461,625
1992,"texas","throckmorton",389,401,228
1992,"texas","titus",3024,3625,2161
1992,"texas","tom green",14989,11437,10313
1992,"texas","travis",88105,130546,57584
1992,"texas","trinity",1988,2784,1137
1992,"texas","tyler",2357,3465,1538
1992,"texas","upshur",4511,4776,2921
1992,"texas","upton",908,489,359
1992,"texas","uvalde",3635,3482,1426
1992,"texas","val verde",4102,4748,2146
1992,"texas","van zandt",5810,5310,5276
1992,"texas","victoria",13086,7604,5347
1992,"texas","walker",6662,5619,3643
1992,"texas","waller",3065,4270,1723
1992,"texas","ward",1769,1695,958
1992,"texas","washington",5817,3283,1753
1992,"texas","webb",7789,14509,2568
1992,"texas","wharton",5503,4643,2651
1992,"texas","wheeler",1458,938,371
1992,"texas","wichita",17956,17021,11631
1992,"texas","wilbarger",1959,1924,1457
1992,"texas","willacy",1490,3359,661
1992,"texas","williamson",26208,19437,15609
1992,"texas","wilson",3766,3711,2148
1992,"texas","winkler",1173,942,587
1992,"texas","wise",4555,4478,4535
1992,"texas","wood",4708,4084,3526
1992,"texas","yoakum",1486,595,494
1992,"texas","young",2894,2464,2317
1992,"texas","zapata",866,2052,331
1992,"texas","zavala",571,3058,239
1992,"utah","beaver",1040,668,403
1992,"utah","box elder",7712,2186,5657
1992,"utah","cache",15971,4973,9781
1992,"utah","carbon",2038,4480,2299
1992,"utah","daggett",172,122,148
1992,"utah","davis",39087,14924,27339
1992,"utah","duchesne",1983,772,1810
1992,"utah","emery",1643,1349,1518
1992,"utah","garfield",1235,309,439
1992,"utah","grand",1100,1160,1082
1992,"utah","iron",5616,1537,2225
1992,"utah","juab",1237,823,835
1992,"utah","kane",1241,295,636
1992,"utah","millard",2496,742,1532
1992,"utah","morgan",1339,520,1081
1992,"utah","piute",429,169,155
1992,"utah","rich",525,154,197
1992,"utah","salt lake",117247,100082,101332
1992,"utah","san juan",2004,1639,692
1992,"utah","sanpete",2995,1302,2388
1992,"utah","sevier",3160,1039,2059
1992,"utah","summit",3133,3013,3253
1992,"utah","tooele",3676,3270,3325
1992,"utah","uintah",3505,1374,2895
1992,"utah","utah",61398,14090,32690
1992,"utah","wasatch",1822,1042,1472
1992,"utah","washington",11310,3364,6802
1992,"utah","wayne",706,236,283
1992,"utah","weber",26812,17795,23609
1992,"vermont","addison",5034,8092,3900
1992,"vermont","bennington",5895,8178,4143
1992,"vermont","caledonia",4571,4948,3543
1992,"vermont","chittenden",19093,35314,15714
1992,"vermont","essex",1038,1092,866
1992,"vermont","franklin",5484,8004,5263
1992,"vermont","grand isle",1012,1444,923
1992,"vermont","lamoille",2936,4459,2747
1992,"vermont","orange",4249,5774,3387
1992,"vermont","orleans",3572,4721,3220
1992,"vermont","rutland",10963,12829,7352
1992,"vermont","washington",9424,13452,6462
1992,"vermont","windham",5816,11414,4181
1992,"vermont","windsor",9035,13871,6286
1992,"virginia","accomack",5666,4950,2509
1992,"virginia","albemarle",13894,13886,4024
1992,"virginia","alleghany",2294,2396,967
1992,"virginia","amelia",2062,1534,628
1992,"virginia","amherst",5482,4101,1325
1992,"virginia","appomattox",2830,1919,871
1992,"virginia","arlington",26376,47756,8452
1992,"virginia","augusta",12896,5190,3780
1992,"virginia","bath",1075,855,400
1992,"virginia","bedford",10496,6792,3468
1992,"virginia","bland",1368,1001,463
1992,"virginia","botetourt",5904,4349,1956
1992,"virginia","brunswick",2480,3687,551
1992,"virginia","buchanan",3297,7405,1002
1992,"virginia","buckingham",2368,2193,542
1992,"virginia","campbell",10931,5999,2827
1992,"virginia","caroline",2947,3770,1036
1992,"virginia","carroll",5664,3790,1461
1992,"virginia","charles city",729,2010,275
1992,"virginia","charlotte",2293,2098,720
1992,"virginia","chesterfield",56626,28028,17279
1992,"virginia","clarke",1994,1811,843
1992,"virginia","craig",1008,965,324
1992,"virginia","culpeper",5226,3444,1796
1992,"virginia","cumberland",1643,1284,457
1992,"virginia","dickenson",2574,4839,730
1992,"virginia","dinwiddie",3648,3624,1325
1992,"virginia","essex",1897,1583,424
1992,"virginia","fairfax",170488,160186,54544
1992,"virginia","fauquier",10497,6600,3662
1992,"virginia","floyd",2575,2026,715
1992,"virginia","fluvanna",2811,2134,907
1992,"virginia","franklin",6724,6590,2387
1992,"virginia","frederick",9425,4942,3101
1992,"virginia","giles",3023,3346,1263
1992,"virginia","gloucester",6461,4058,2826
1992,"virginia","goochland",3834,2589,1056
1992,"virginia","grayson",3378,2615,946
1992,"virginia","greene",2265,1353,713
1992,"virginia","greensville",1335,2237,414
1992,"virginia","halifax",5199,4752,1311
1992,"virginia","hanover",20336,8021,5904
1992,"virginia","henrico",56910,36807,15151
1992,"virginia","henry",9005,9296,3524
1992,"virginia","highland",686,494,220
1992,"virginia","isle of wight",5370,4380,1637
1992,"virginia","james city",8781,6536,2904
1992,"virginia","king and queen",1206,1363,348
1992,"virginia","king george",2570,1811,943
1992,"virginia","king william",2591,1822,817
1992,"virginia","lancaster",2841,1812,875
1992,"virginia","lee",3504,5215,1077
1992,"virginia","loudoun",19290,14462,7822
1992,"virginia","louisa",3461,3399,1447
1992,"virginia","lunenburg",2227,2082,603
1992,"virginia","madison",2341,1700,738
1992,"virginia","mathews",2179,1402,944
1992,"virginia","mecklenburg",5401,4273,1296
1992,"virginia","middlesex",2224,1597,864
1992,"virginia","montgomery",10606,10658,3671
1992,"virginia","nelson",2159,2586,793
1992,"virginia","new kent",2708,1738,1037
1992,"virginia","northampton",2088,2568,962
1992,"virginia","northumberland",2667,1862,805
1992,"virginia","nottoway",2610,2411,722
1992,"virginia","orange",4092,3348,1526
1992,"virginia","page",4203,3010,1247
1992,"virginia","patrick",3521,2465,1203
1992,"virginia","pittsylvania",11467,7675,2752
1992,"virginia","powhatan",3832,1950,1304
1992,"virginia","prince edward",2858,2775,750
1992,"virginia","prince george",4799,3087,1526
1992,"virginia","prince william",35432,26486,13762
1992,"virginia","pulaski",6148,5633,2206
1992,"virginia","rappahannock",1410,1273,498
1992,"virginia","richmond",1609,1034,407
1992,"virginia","roanoke",20667,14704,5709
1992,"virginia","rockbridge",3228,2908,1367
1992,"virginia","rockingham",13016,5407,3070
1992,"virginia","russell",3891,6480,1113
1992,"virginia","scott",4515,3979,1196
1992,"virginia","shenandoah",7746,3956,2194
1992,"virginia","smyth",6128,4924,1879
1992,"virginia","southampton",2844,3199,831
1992,"virginia","spotsylvania",11829,8133,4052
1992,"virginia","stafford",12528,7718,4625
1992,"virginia","surry",1046,1823,406
1992,"virginia","sussex",1527,2193,533
1992,"virginia","tazewell",6375,8586,2095
1992,"virginia","warren",4319,3554,1803
1992,"virginia","washington",9150,7269,2576
1992,"virginia","westmoreland",2554,2758,911
1992,"virginia","wise",5144,7681,2032
1992,"virginia","wythe",5121,3616,1755
1992,"virginia","york",10197,6218,3551
1992,"virginia","alexandria city",16700,30784,5191
1992,"virginia","bedford city",1091,963,355
1992,"virginia","bristol city",3616,2948,898
1992,"virginia","buena vista city",849,1023,328
1992,"virginia","charlottesville city",4705,8685,1509
1992,"virginia","chesapeake city",28909,23495,9464
1992,"virginia","clifton forge city",632,958,283
1992,"virginia","colonial heights city",5298,1721,1381
1992,"virginia","covington city",995,1442,432
1992,"virginia","danville city",9584,8134,1943
1992,"virginia","emporia city",1094,1048,177
1992,"virginia","fairfax city",4333,3884,1476
1992,"virginia","falls church city",1912,2864,628
1992,"virginia","franklin city",1347,1696,296
1992,"virginia","fredericksburg city",2819,3266,794
1992,"virginia","galax city",1087,957,300
1992,"virginia","hampton city",19219,23395,7264
1992,"virginia","harrisonburg city",4935,3414,1283
1992,"virginia","hopewell city",3818,2863,1361
1992,"virginia","lexington city",894,1128,255
1992,"virginia","lynchburg city",12518,9587,2864
1992,"virginia","manassas city",5453,3647,2054
1992,"virginia","manassas park city",792,567,361
1992,"virginia","martinsville city",2690,3073,854
1992,"virginia","newport news city",26779,25743,8569
1992,"virginia","norfolk city",22362,37602,9063
1992,"virginia","norton city",472,871,205
1992,"virginia","petersburg city",3125,8671,921
1992,"virginia","poquoson city",3354,1086,997
1992,"virginia","portsmouth city",12575,20416,4608
1992,"virginia","radford city",1996,2183,606
1992,"virginia","richmond city",24341,47642,7752
1992,"virginia","roanoke city",13443,17724,4014
1992,"virginia","salem city",5143,4028,1498
1992,"virginia","south boston city",1435,1051,271
1992,"virginia","staunton city",4989,2851,1392
1992,"virginia","suffolk city",8697,9196,2330
1992,"virginia","virginia beach city",68936,44294,24555
1992,"virginia","waynesboro city",3758,2302,1089
1992,"virginia","williamsburg city",1349,1856,514
1992,"virginia","winchester city",3833,2768,1100
1992,"washington","adams",2087,1449,1049
1992,"washington","asotin",2425,3239,1932
1992,"washington","benton",22883,16459,13260
1992,"washington","chelan",10716,7860,4900
1992,"washington","clallam",9765,10820,8088
1992,"washington","clark",36906,42648,26982
1992,"washington","columbia",761,668,485
1992,"washington","cowlitz",10000,15052,9477
1992,"washington","douglas",4920,3731,2397
1992,"washington","ferry",773,963,821
1992,"washington","franklin",4486,3743,2708
1992,"washington","garfield",620,473,228
1992,"washington","grant",9503,7278,5140
1992,"washington","grays harbor",6904,12599,7735
1992,"washington","island",9526,9555,8087
1992,"washington","jefferson",3467,6148,3327
1992,"washington","king",212986,391050,174557
1992,"washington","kitsap",29340,34442,24786
1992,"washington","kittitas",4078,5432,2875
1992,"washington","klickitat",2085,2758,2006
1992,"washington","lewis",12316,7810,7042
1992,"washington","lincoln",2152,1653,1132
1992,"washington","mason",5776,8076,5774
1992,"washington","okanogan",4265,5015,3753
1992,"washington","pacific",2243,4587,2422
1992,"washington","pend oreille",1528,1798,1390
1992,"washington","pierce",77410,102243,61496
1992,"washington","san juan",1901,3353,1863
1992,"washington","skagit",13388,15936,11404
1992,"washington","skamania",1102,1474,1104
1992,"washington","snohomish",69137,88643,67650
1992,"washington","spokane",59984,69526,39622
1992,"washington","stevens",5706,4960,4121
1992,"washington","thurston",25643,38293,20633
1992,"washington","wahkiakum",488,696,612
1992,"washington","walla walla",7894,7325,4662
1992,"washington","whatcom",23801,26619,13259
1992,"washington","whitman",6428,7637,3413
1992,"washington","yakima",25841,21026,11102
1992,"west virginia","barbour",2322,3467,1165
1992,"west virginia","berkeley",9134,7159,3736
1992,"west virginia","boone",2021,6576,1061
1992,"west virginia","braxton",1535,3396,834
1992,"west virginia","brooke",2582,5693,2140
1992,"west virginia","cabell",13203,15111,5401
1992,"west virginia","calhoun",1095,1627,546
1992,"west virginia","clay",1255,1928,474
1992,"west virginia","doddridge",1500,968,524
1992,"west virginia","fayette",3991,9574,2043
1992,"west virginia","gilmer",1085,1576,493
1992,"west virginia","grant",2762,1011,525
1992,"west virginia","greenbrier",4442,5784,1961
1992,"west virginia","hampshire",2767,2365,1039
1992,"west virginia","hancock",3897,7830,3309
1992,"west virginia","hardy",2144,1917,610
1992,"west virginia","harrison",9687,15480,5174
1992,"west virginia","jackson",4192,5102,1935
1992,"west virginia","jefferson",4656,5363,2166
1992,"west virginia","kanawha",31358,38315,11998
1992,"west virginia","lewis",2413,2931,1219
1992,"west virginia","lincoln",2637,4502,845
1992,"west virginia","logan",3336,11095,1866
1992,"west virginia","mcdowell",1941,7019,821
1992,"west virginia","marion",6380,14042,4772
1992,"west virginia","marshall",4463,7298,3458
1992,"west virginia","mason",3808,5331,2061
1992,"west virginia","mercer",7888,9511,2876
1992,"west virginia","mineral",4837,3992,1899
1992,"west virginia","mingo",2584,7342,947
1992,"west virginia","monongalia",9831,14142,4650
1992,"west virginia","monroe",2311,2418,691
1992,"west virginia","morgan",2585,1854,905
1992,"west virginia","nicholas",2959,5042,1528
1992,"west virginia","ohio",7421,9522,3690
1992,"west virginia","pendleton",1589,1626,368
1992,"west virginia","pleasants",1248,1387,741
1992,"west virginia","pocahontas",1401,1741,639
1992,"west virginia","preston",4429,3933,2133
1992,"west virginia","putnam",7653,6817,2958
1992,"west virginia","raleigh",8700,13171,3343
1992,"west virginia","randolph",3496,5097,1629
1992,"west virginia","ritchie",2184,1474,758
1992,"west virginia","roane",2207,2607,1043
1992,"west virginia","summers",1652,2650,580
1992,"west virginia","taylor",2022,2843,1250
1992,"west virginia","tucker",1261,1805,559
1992,"west virginia","tyler",1593,1587,1023
1992,"west virginia","upshur",3505,3161,1587
1992,"west virginia","wayne",5729,8392,2223
1992,"west virginia","webster",811,2320,445
1992,"west virginia","wetzel",2271,3753,1573
1992,"west virginia","wirt",939,1043,400
1992,"west virginia","wood",15441,13529,7084
1992,"west virginia","wyoming",2821,5782,1004
1992,"wisconsin","adams",2465,3539,2044
1992,"wisconsin","ashland",2372,4213,1808
1992,"wisconsin","barron",6572,8063,5595
1992,"wisconsin","bayfield",2393,3873,1846
1992,"wisconsin","brown",42352,37513,22836
1992,"wisconsin","buffalo",2029,2996,1925
1992,"wisconsin","burnett",2340,3172,1924
1992,"wisconsin","calumet",7541,5701,5159
1992,"wisconsin","chippewa",8215,10487,6528
1992,"wisconsin","clark",4977,5540,4368
1992,"wisconsin","columbia",9099,9348,5537
1992,"wisconsin","crawford",2390,3540,1882
1992,"wisconsin","dane",61957,114724,33441
1992,"wisconsin","dodge",14971,11438,9300
1992,"wisconsin","door",5468,4735,3574
1992,"wisconsin","douglas",5679,12319,4255
1992,"wisconsin","dunn",5283,7965,4970
1992,"wisconsin","eau claire",15915,21221,9940
1992,"wisconsin","florence",942,978,726
1992,"wisconsin","fond du lac",19785,13757,10964
1992,"wisconsin","forest",1393,1904,1071
1992,"wisconsin","grant",7678,8914,6565
1992,"wisconsin","green",4887,5467,3829
1992,"wisconsin","green lake",3897,2772,2871
1992,"wisconsin","iowa",3288,4467,2396
1992,"wisconsin","iron",1273,1762,856
1992,"wisconsin","jackson",2644,3681,2093
1992,"wisconsin","jefferson",13072,11593,8137
1992,"wisconsin","juneau",4051,4177,2765
1992,"wisconsin","kenosha",19854,27341,14642
1992,"wisconsin","kewaunee",3570,4050,2757
1992,"wisconsin","la crosse",18891,22838,10544
1992,"wisconsin","lafayette",2582,3143,2134
1992,"wisconsin","langlade",3890,3630,2522
1992,"wisconsin","lincoln",4321,5297,3686
1992,"wisconsin","manitowoc",14008,15903,11357
1992,"wisconsin","marathon",20948,21482,14948
1992,"wisconsin","marinette",7984,7626,5483
1992,"wisconsin","marquette",2322,2533,1865
1992,"wisconsin","menominee",244,691,225
1992,"wisconsin","milwaukee",151314,235521,78661
1992,"wisconsin","monroe",6118,6427,4260
1992,"wisconsin","oconto",5720,5898,4455
1992,"wisconsin","oneida",6725,7160,4829
1992,"wisconsin","outagamie",30370,23735,18806
1992,"wisconsin","ozaukee",22805,11879,8226
1992,"wisconsin","pepin",1098,1673,801
1992,"wisconsin","pierce",4844,7824,4604
1992,"wisconsin","polk",5446,7746,4879
1992,"wisconsin","portage",10914,15553,7249
1992,"wisconsin","price",2654,3575,2321
1992,"wisconsin","racine",32310,34875,20634
1992,"wisconsin","richland",3144,3458,1938
1992,"wisconsin","rock",21942,31154,15929
1992,"wisconsin","rusk",2430,3376,2161
1992,"wisconsin","st croix",8114,10281,7281
1992,"wisconsin","sauk",8886,9128,5408
1992,"wisconsin","sawyer",2658,2796,1911
1992,"wisconsin","shawano",7253,6062,4637
1992,"wisconsin","sheboygan",22526,20568,11465
1992,"wisconsin","taylor",3415,3305,2639
1992,"wisconsin","trempealeau",3577,6218,3217
1992,"wisconsin","vernon",4072,5673,2971
1992,"wisconsin","vilas",4616,3764,2882
1992,"wisconsin","walworth",15727,11825,9244
1992,"wisconsin","washburn",2586,3080,2020
1992,"wisconsin","washington",22739,13339,13995
1992,"wisconsin","waukesha",91461,50270,37451
1992,"wisconsin","waupaca",10252,6666,6241
1992,"wisconsin","waushara",4045,3402,2882
1992,"wisconsin","winnebago",33709,27234,16443
1992,"wisconsin","wood",13843,13208,9385
1992,"wyoming","albany",4176,5713,2950
1992,"wyoming","big horn",2216,1216,1259
1992,"wyoming","campbell",5315,2709,3184
1992,"wyoming","carbon",2320,2737,1617
1992,"wyoming","converse",2159,1307,1281
1992,"wyoming","crook",1377,568,735
1992,"wyoming","fremont",5387,4765,3674
1992,"wyoming","goshen",2395,1754,1164
1992,"wyoming","hot springs",978,740,672
1992,"wyoming","johnson",1614,656,875
1992,"wyoming","laramie",12890,12177,6767
1992,"wyoming","lincoln",2595,1430,1525
1992,"wyoming","natrona",9717,9817,7812
1992,"wyoming","niobrara",635,298,363
1992,"wyoming","park",5218,2771,3195
1992,"wyoming","platte",1668,1398,984
1992,"wyoming","sheridan",4303,4139,3109
1992,"wyoming","sublette",1168,536,848
1992,"wyoming","sweetwater",4476,6417,3941
1992,"wyoming","teton",2854,3120,2373
1992,"wyoming","uinta",2701,2047,2080
1992,"wyoming","washakie",1720,1118,1136
1992,"wyoming","weston",1465,727,833
1996,"alabama","autauga",9509,5015,898
1996,"alabama","baldwin",29487,12776,4856
1996,"alabama","barbour",3627,4787,539
1996,"alabama","bibb",3037,2775,489
1996,"alabama","blount",9056,5061,1210
1996,"alabama","bullock",1154,3078,152
1996,"alabama","butler",3352,3828,590
1996,"alabama","calhoun",18088,15725,3098
1996,"alabama","chambers",4707,5515,875
1996,"alabama","cherokee",3048,4399,974
1996,"alabama","chilton",7910,5354,1014
1996,"alabama","choctaw",2623,4074,434
1996,"alabama","clarke",4785,4831,502
1996,"alabama","clay",2694,2306,568
1996,"alabama","cleburne",2063,1737,441
1996,"alabama","coffee",7805,5168,1186
1996,"alabama","colbert",8305,10226,1787
1996,"alabama","conecuh",2093,2903,465
1996,"alabama","coosa",1721,2121,289
1996,"alabama","covington",6035,4543,1335
1996,"alabama","crenshaw",1939,2172,336
1996,"alabama","cullman",14308,9544,2701
1996,"alabama","dale",8288,4732,1310
1996,"alabama","dallas",6612,10507,535
1996,"alabama","dekalb",9823,6544,1776
1996,"alabama","elmore",12937,6530,1479
1996,"alabama","escambia",5214,4651,1239
1996,"alabama","etowah",16835,17976,2750
1996,"alabama","fayette",3191,3381,637
1996,"alabama","franklin",4449,5028,1005
1996,"alabama","geneva",4725,3174,1084
1996,"alabama","greene",796,3526,102
1996,"alabama","hale",1893,3372,208
1996,"alabama","henry",3082,3019,536
1996,"alabama","houston",17476,8791,1796
1996,"alabama","jackson",5650,8204,1704
1996,"alabama","jefferson",130980,120208,9718
1996,"alabama","lamar",2955,2843,612
1996,"alabama","lauderdale",14058,13619,2759
1996,"alabama","lawrence",3893,5254,996
1996,"alabama","lee",17985,12919,2310
1996,"alabama","limestone",10862,8045,1775
1996,"alabama","lowndes",1369,3970,102
1996,"alabama","macon",987,7018,198
1996,"alabama","madison",50390,42259,8209
1996,"alabama","marengo",4013,4899,382
1996,"alabama","marion",4742,5049,1039
1996,"alabama","marshall",12323,8722,2255
1996,"alabama","mobile",66775,54749,8579
1996,"alabama","monroe",4382,3815,501
1996,"alabama","montgomery",37784,38382,2578
1996,"alabama","morgan",21765,14616,3632
1996,"alabama","perry",1703,4053,147
1996,"alabama","pickens",3322,4018,433
1996,"alabama","pike",5281,4514,546
1996,"alabama","randolph",3304,3023,642
1996,"alabama","russell",5025,7834,836
1996,"alabama","st clair",12762,6187,1540
1996,"alabama","shelby",37090,11280,2403
1996,"alabama","sumter",1561,4706,189
1996,"alabama","talladega",10931,10385,1462
1996,"alabama","tallapoosa",7627,6071,1117
1996,"alabama","tuscaloosa",27939,23067,3376
1996,"alabama","walker",9837,12929,2173
1996,"alabama","washington",2900,3935,862
1996,"alabama","wilcox",1454,3303,90
1996,"alabama","winston",4728,3120,779
1996,"arizona","apache",4761,12394,1529
1996,"arizona","cochise",14365,13782,3776
1996,"arizona","coconino",13638,20475,4409
1996,"arizona","gila",6407,8577,2427
1996,"arizona","graham",4222,3938,1136
1996,"arizona","greenlee",1159,1755,479
1996,"arizona","la paz",1902,1964,627
1996,"arizona","maricopa",386015,363991,67426
1996,"arizona","mohave",17997,16629,6907
1996,"arizona","navajo",9262,12912,2764
1996,"arizona","pima",104121,137983,22448
1996,"arizona","pinal",13034,19579,4282
1996,"arizona","santa cruz",2256,5241,670
1996,"arizona","yavapai",29921,21801,7773
1996,"arizona","yuma",13013,12267,2391
1996,"arkansas","arkansas",1910,4220,568
1996,"arkansas","ashley",2428,5011,842
1996,"arkansas","baxter",6877,6703,1925
1996,"arkansas","benton",23748,17205,4815
1996,"arkansas","boone",6093,5745,1424
1996,"arkansas","bradley",1146,2566,256
1996,"arkansas","calhoun",727,1306,259
1996,"arkansas","carroll",3957,3689,1177
1996,"arkansas","chicot",1056,3090,252
1996,"arkansas","clark",2112,5281,729
1996,"arkansas","clay",1512,3848,503
1996,"arkansas","cleburne",3807,4475,1182
1996,"arkansas","cleveland",990,1741,293
1996,"arkansas","columbia",3376,4730,876
1996,"arkansas","conway",2307,4055,920
1996,"arkansas","craighead",9210,13284,2088
1996,"arkansas","crawford",7182,6749,1883
1996,"arkansas","crittenden",4673,8415,1148
1996,"arkansas","cross",2000,3631,529
1996,"arkansas","dallas",1041,2118,276
1996,"arkansas","desha",978,3230,345
1996,"arkansas","drew",1657,3570,448
1996,"arkansas","faulkner",10178,12032,1913
1996,"arkansas","franklin",2246,3269,673
1996,"arkansas","fulton",1351,2361,511
1996,"arkansas","garland",13662,19211,3333
1996,"arkansas","grant",1925,2948,663
1996,"arkansas","greene",3757,6622,1116
1996,"arkansas","hempstead",2021,4983,547
1996,"arkansas","hot spring",2864,6002,1289
1996,"arkansas","howard",1478,2741,413
1996,"arkansas","independence",4021,6240,1367
1996,"arkansas","izard",1678,2818,617
1996,"arkansas","jackson",1525,4304,671
1996,"arkansas","jefferson",6330,19701,1646
1996,"arkansas","johnson",2367,3585,881
1996,"arkansas","lafayette",971,2466,408
1996,"arkansas","lawrence",1823,3652,666
1996,"arkansas","lee",1013,3267,273
1996,"arkansas","lincoln",907,2517,244
1996,"arkansas","little river",1409,3183,520
1996,"arkansas","logan",2966,3832,1204
1996,"arkansas","lonoke",6414,8049,1593
1996,"arkansas","madison",2303,2504,548
1996,"arkansas","marion",2312,2735,1078
1996,"arkansas","miller",4874,6469,1163
1996,"arkansas","mississippi",3919,8301,1127
1996,"arkansas","monroe",973,2247,238
1996,"arkansas","montgomery",1137,1830,493
1996,"arkansas","nevada",976,2279,395
1996,"arkansas","newton",1927,1631,596
1996,"arkansas","ouachita",3136,6635,838
1996,"arkansas","perry",1143,1873,466
1996,"arkansas","phillips",2205,5715,650
1996,"arkansas","pike",1401,2362,500
1996,"arkansas","poinsett",2034,4686,707
1996,"arkansas","polk",2852,2824,1003
1996,"arkansas","pope",8243,8433,2164
1996,"arkansas","prairie",1025,2211,339
1996,"arkansas","pulaski",44780,75084,7869
1996,"arkansas","randolph",1789,3213,631
1996,"arkansas","st francis",2523,5562,559
1996,"arkansas","saline",11695,14027,2963
1996,"arkansas","scott",1426,2259,612
1996,"arkansas","searcy",1786,1669,514
1996,"arkansas","sebastian",16482,15514,3350
1996,"arkansas","sevier",1379,2553,493
1996,"arkansas","sharp",2635,3573,762
1996,"arkansas","stone",1526,2227,688
1996,"arkansas","union",6053,8373,1514
1996,"arkansas","van buren",2345,3521,935
1996,"arkansas","washington",19476,20419,4072
1996,"arkansas","white",8659,10204,2128
1996,"arkansas","woodruff",598,2044,210
1996,"arkansas","yell",2111,3749,784
1996,"california","alameda",106581,303903,51560
1996,"california","alpine",264,258,92
1996,"california","amador",6870,5868,1714
1996,"california","butte",38961,30651,9938
1996,"california","calaveras",8279,6646,2281
1996,"california","colusa",3047,2054,511
1996,"california","contra costa",123954,196512,32136
1996,"california","del norte",3670,3652,1567
1996,"california","el dorado",32759,22957,7480
1996,"california","fresno",98813,94448,15132
1996,"california","glenn",5041,2841,984
1996,"california","humboldt",19803,24628,11326
1996,"california","imperial",9705,14591,2104
1996,"california","inyo",3924,2601,1044
1996,"california","kern",92151,62658,16582
1996,"california","kings",12368,11254,2193
1996,"california","lake",7458,10432,3445
1996,"california","lassen",5194,3318,1363
1996,"california","los angeles",746544,1430629,233841
1996,"california","madera",16510,11254,2898
1996,"california","marin",32714,67406,16020
1996,"california","mariposa",3976,2920,1053
1996,"california","mendocino",9765,14952,7975
1996,"california","merced",20847,21786,4305
1996,"california","modoc",2285,1368,650
1996,"california","mono",1882,1580,629
1996,"california","monterey",39794,57700,11064
1996,"california","napa",17439,24588,6292
1996,"california","nevada",21784,15369,6066
1996,"california","orange",446717,327485,90374
1996,"california","placer",49808,34981,9638
1996,"california","plumas",4905,3540,1305
1996,"california","riverside",178611,168579,44423
1996,"california","sacramento",166049,203019,38346
1996,"california","san benito",5384,7030,1492
1996,"california","san bernardino",180135,183372,49848
1996,"california","san diego",402876,389964,91311
1996,"california","san francisco",45479,209777,35129
1996,"california","san joaquin",65131,67253,12756
1996,"california","san luis obispo",46733,40395,13372
1996,"california","san mateo",73508,152304,25720
1996,"california","santa barbara",63915,70650,16180
1996,"california","santa clara",168291,297639,57361
1996,"california","santa cruz",27766,58250,17046
1996,"california","shasta",34736,20848,7377
1996,"california","sierra",877,573,257
1996,"california","siskiyou",8653,7022,2618
1996,"california","solano",40742,64644,11893
1996,"california","sonoma",53555,100738,27004
1996,"california","stanislaus",52403,53738,10866
1996,"california","sutter",14264,8504,1977
1996,"california","tehama",10292,7290,2861
1996,"california","trinity",2530,2203,1160
1996,"california","tulare",46272,32669,6905
1996,"california","tuolumne",10386,8950,2636
1996,"california","ventura",109202,110772,31220
1996,"california","yolo",18807,33033,6239
1996,"california","yuba",7971,5789,1710
1996,"colorado","adams",36666,48314,9234
1996,"colorado","alamosa",2038,2330,575
1996,"colorado","arapahoe",82778,68306,11912
1996,"colorado","archuleta",1963,997,477
1996,"colorado","baca",1321,659,239
1996,"colorado","bent",917,1046,236
1996,"colorado","boulder",41922,63316,16116
1996,"colorado","chaffee",3052,2768,695
1996,"colorado","cheyenne",739,328,109
1996,"colorado","clear creek",1746,1863,551
1996,"colorado","conejos",1149,1726,311
1996,"colorado","costilla",333,1168,140
1996,"colorado","crowley",680,559,132
1996,"colorado","custer",920,412,230
1996,"colorado","delta",6047,3584,1469
1996,"colorado","denver",58529,120312,15973
1996,"colorado","dolores",417,276,114
1996,"colorado","douglas",32120,16232,3623
1996,"colorado","eagle",4637,5094,1610
1996,"colorado","elbert",4125,1894,739
1996,"colorado","el paso",102403,55822,15216
1996,"colorado","fremont",7437,5344,1732
1996,"colorado","garfield",6281,5722,2135
1996,"colorado","gilpin",682,799,308
1996,"colorado","grand",2264,2012,614
1996,"colorado","gunnison",2230,2812,979
1996,"colorado","hinsdale",289,185,73
1996,"colorado","huerfano",996,1483,297
1996,"colorado","jackson",486,222,125
1996,"colorado","jefferson",101517,89494,18712
1996,"colorado","kiowa",549,246,91
1996,"colorado","kit carson",2068,1073,291
1996,"colorado","lake",728,1338,384
