Year,CountryAbb,CountryName,idealpoint,PctAgreeUS,PctAgreeRUSSIA
1999,SEN,Senegal,-0.3803287,0.238806,0.6268657
2000,SEN,Senegal,-0.4097387,0.2238806,0.7272727
2001,SEN,Senegal,-0.5180871,0.1515152,0.7846154
2002,SEN,Senegal,-0.5079625,0.1126761,0.7391304
2003,SEN,Senegal,-0.6984838,0.1486486,0.7702703
2004,SEN,Senegal,-0.7617337,0.08571429,0.7714286
2005,SEN,Senegal,-0.7735632,0.07352941,0.7352941
2006,SEN,Senegal,-0.7711364,0.09411765,0.7529412
2007,SEN,Senegal,-0.7929127,0.05263158,0.72
2008,SEN,Senegal,-0.7866335,0.08695652,0.7101449
2009,SEN,Senegal,-0.7871712,0.1076923,0.6923077
2010,SEN,Senegal,-0.783478,0.1363636,0.7272727
2011,SEN,Senegal,-0.6241126,0.2222222,0.7142857
2012,SEN,Senegal,-0.5729055,0.1428571,0.6825397
1960,BEN,Benin,0.5887647,0.5411765,0.3058824
1961,BEN,Benin,0.2561707,0.4310345,0.440678
1962,BEN,Benin,-0.05834721,0.2972973,0.5405405
1963,BEN,Benin,0.04705025,0.4444444,0.4074074
1965,BEN,Benin,-0.1623158,0.3333333,0.7575758
1966,BEN,Benin,0.2951401,0.4583333,0.5416667
1967,BEN,Benin,0.4511035,0.4545455,0.5090909
1968,BEN,Benin,0.2729573,0.32,0.44
1969,BEN,Benin,0.3255066,0.3888889,0.5135135
1970,BEN,Benin,0.6065032,0.6122449,0.3469388
1971,BEN,Benin,0.6026503,0.5181818,0.5495495
1972,BEN,Benin,0.2225588,0.3068182,0.5617978
1973,BEN,Benin,0.05843154,0.2705882,0.6705882
1974,BEN,Benin,-0.2734049,0.2857143,0.6825397
1975,BEN,Benin,-0.906585,0.1967213,0.7704918
1976,BEN,Benin,-0.790916,0.1408451,0.7808219
1977,BEN,Benin,-0.6456829,0.3483146,0.6777778
1978,BEN,Benin,-0.5174166,0.3103448,0.6525424
1979,BEN,Benin,-0.4900329,0.1962617,0.6944444
1980,BEN,Benin,-0.8557867,0.1237113,0.7835052
1981,BEN,Benin,-0.7983389,0.1171875,0.8139535
1982,BEN,Benin,-0.8094537,0.07284768,0.8145695
1983,BEN,Benin,-0.7419345,0.1034483,0.8068966
1984,BEN,Benin,-0.9096798,0.04666667,0.8533333
1985,BEN,Benin,-1.045477,0.08,0.8389262
1986,BEN,Benin,-1.136524,0.08450704,0.8652482
1987,BEN,Benin,-1.079493,0.05343511,0.9541985
1988,BEN,Benin,-0.8645418,0.07874016,0.984252
1989,BEN,Benin,-0.8107628,0.08411215,0.9719626
1990,BEN,Benin,-0.7758198,0.1388889,0.9583333
1991,BEN,Benin,-0.4052623,0.1285714,0.6285714
1992,BEN,Benin,-0.3189825,0.1408451,0.5352113
1993,BEN,Benin,-0.4381435,0.1612903,0.4516129
1994,BEN,Benin,-0.5136914,0.2686567,0.5074627
1995,BEN,Benin,-0.4174073,0.2125,0.5375
1996,BEN,Benin,-0.605651,0.25,0.6197183
1997,BEN,Benin,-0.7096241,0.2058824,0.6470588
1998,BEN,Benin,-0.8032195,0.2033898,0.6440678
1999,BEN,Benin,-0.856249,0.1818182,0.6212121
2000,BEN,Benin,-0.7666254,0.220339,0.7758621
2001,BEN,Benin,-0.5856725,0.1333333,0.7333333
2002,BEN,Benin,-0.6629437,0.08333333,0.8695652
2003,BEN,Benin,-0.6593644,0.1269841,0.7777778
2004,BEN,Benin,-0.5089961,0.1029412,0.7462687
2005,BEN,Benin,-0.5988739,0.07246377,0.7285714
2006,BEN,Benin,-0.6401842,0.07462687,0.761194
2007,BEN,Benin,-0.5935139,0.05479452,0.7361111
2008,BEN,Benin,-0.5359253,0.08955224,0.7164179
2009,BEN,Benin,-0.3614196,0.1076923,0.6923077
2010,BEN,Benin,-0.2317598,0.1636364,0.7454545
2011,BEN,Benin,-0.4067039,0.2153846,0.7384615
2012,BEN,Benin,-0.5070258,0.1666667,0.6818182
1961,MAA,Mauritania,-0.07427989,0.4230769,0.4038462
1962,MAA,Mauritania,-0.4965537,0.1860465,0.6976744
1963,MAA,Mauritania,-0.1769144,0.5555556,0.4444444
1965,MAA,Mauritania,-0.602394,0.2564103,0.8205128
1966,MAA,Mauritania,-1.177449,0.14,0.84
1967,MAA,Mauritania,-1.448428,0.1111111,0.8703704
1968,MAA,Mauritania,-1.417176,0.1960784,0.6078431
1969,MAA,Mauritania,-1.106474,0.2682927,0.7380952
1970,MAA,Mauritania,-0.9438717,0.2105263,0.7368421
1971,MAA,Mauritania,-0.7381759,0.3893805,0.6842105
1972,MAA,Mauritania,-0.7199403,0.2989691,0.6428571
1973,MAA,Mauritania,-0.7351243,0.275,0.6875
1974,MAA,Mauritania,-0.7764746,0.2361111,0.7083333
1975,MAA,Mauritania,-0.5765384,0.359375,0.65625
1976,MAA,Mauritania,-0.3705941,0.2738095,0.6860465
1977,MAA,Mauritania,-0.2273823,0.3452381,0.5882353
1978,MAA,Mauritania,-0.03639557,0.4553571,0.5175439
1979,MAA,Mauritania,-0.5997434,0.2155172,0.6581197
1980,MAA,Mauritania,-0.3282355,0.244898,0.6836735
1981,MAA,Mauritania,-0.241666,0.1705426,0.7461538
1982,MAA,Mauritania,-0.2520085,0.1401274,0.7515924
1983,MAA,Mauritania,-0.3944146,0.1543624,0.7785235
1984,MAA,Mauritania,-0.4341731,0.1066667,0.8266667
1985,MAA,Mauritania,-0.3976021,0.1428571,0.7945205
1986,MAA,Mauritania,-0.4570544,0.1496599,0.8493151
1987,MAA,Mauritania,-0.4871374,0.1094891,0.9492754
1988,MAA,Mauritania,-0.5983791,0.09016393,0.9669421
1989,MAA,Mauritania,-0.6792968,0.06542056,0.9719626
1990,MAA,Mauritania,-0.7592955,0.1325301,0.939759
1991,MAA,Mauritania,-0.8323166,0.1285714,0.5652174
1992,MAA,Mauritania,-0.9135002,0.1285714,0.4428571
1993,MAA,Mauritania,-0.9262807,0.1269841,0.3809524
1994,MAA,Mauritania,-0.7967672,0.2835821,0.4626866
1995,MAA,Mauritania,-0.7872407,0.2253521,0.4929577
1996,MAA,Mauritania,-0.6501182,0.173913,0.6222222
1997,MAA,Mauritania,-0.5478419,0.21875,0.625
1998,MAA,Mauritania,-0.6423145,0.2,0.6363636
2000,MAA,Mauritania,-0.4691902,0.1081081,0.8108108
2001,MAA,Mauritania,-0.8386836,0.06896552,0.7068966
2002,MAA,Mauritania,-0.900742,0.08450704,0.7246377
2003,MAA,Mauritania,-1.071457,0.09589041,0.7260274
2004,MAA,Mauritania,-1.0522,0.05128205,0.8205128
2005,MAA,Mauritania,-0.4888904,0.1388889,0.6666667
2006,MAA,Mauritania,-0.7441142,0.06097561,0.804878
2007,MAA,Mauritania,-0.6456665,0.09459459,0.7123288
2008,MAA,Mauritania,-0.7886468,0.05714286,0.6857143
2009,MAA,Mauritania,-0.9552017,0.07692308,0.6769231
2010,MAA,Mauritania,-0.9575266,0.140625,0.75
2011,MAA,Mauritania,-0.8612596,0.1551724,0.6896552
2012,MAA,Mauritania,-0.8515577,0.1515152,0.6818182
1960,NIR,Niger,0.5864519,0.5652174,0.3695652
1961,NIR,Niger,0.3047996,0.4912281,0.3965517
1962,NIR,Niger,-0.1997278,0.255814,0.6046512
1963,NIR,Niger,0.0524408,0.5416667,0.4583333
1965,NIR,Niger,-0.02085922,0.4166667,0.6666667
1966,NIR,Niger,0.2974543,0.4375,0.5208333
1967,NIR,Niger,0.2081412,0.3461538,0.5384615
1968,NIR,Niger,0.2787821,0.4222222,0.3555556
1969,NIR,Niger,0.2155763,0.372093,0.5227273
1970,NIR,Niger,0.2616934,0.3877551,0.4693878
1971,NIR,Niger,0.2881917,0.4947368,0.5208333
1972,NIR,Niger,0.00202263,0.3571429,0.6262626
1973,NIR,Niger,-0.2325845,0.255814,0.6627907
1974,NIR,Niger,-0.2527326,0.2777778,0.6666667
1975,NIR,Niger,-0.2471616,0.2698413,0.6666667
1976,NIR,Niger,-0.2209044,0.2564103,0.7
1977,NIR,Niger,-0.167417,0.3636364,0.6404494
1978,NIR,Niger,-0.2095032,0.3793103,0.5932203
1979,NIR,Niger,-0.1694904,0.279661,0.6525424
1980,NIR,Niger,-0.05597431,0.2376238,0.6336634
1981,NIR,Niger,-0.05051401,0.1796875,0.7131783
1982,NIR,Niger,-0.1797525,0.1285714,0.6928571
1983,NIR,Niger,-0.2970431,0.1418919,0.75
1984,NIR,Niger,-0.2219628,0.1066667,0.7866667
1985,NIR,Niger,-0.2976981,0.1513158,0.7682119
1986,NIR,Niger,-0.3508102,0.1533333,0.8255034
1987,NIR,Niger,-0.3765497,0.1304348,0.9208633
1988,NIR,Niger,-0.4273909,0.08461538,0.9302326
1989,NIR,Niger,-0.4929585,0.08247423,0.9381443
1990,NIR,Niger,-0.6588496,0.1358025,0.9382716
1991,NIR,Niger,-0.7059839,0.1323529,0.5735294
1992,NIR,Niger,-0.7870281,0.1408451,0.4507042
1993,NIR,Niger,-0.8135241,0.147541,0.3934426
1994,NIR,Niger,-0.7555581,0.2686567,0.4477612
1995,NIR,Niger,-0.7844728,0.1973684,0.4605263
1996,NIR,Niger,-0.7428795,0.2615385,0.578125
1997,NIR,Niger,-0.9110277,0.2238806,0.641791
1998,NIR,Niger,-0.8463674,0.2,0.6101695
2000,NIR,Niger,-0.001484649,0,1
2003,NIR,Niger,-0.6441897,0.1232877,0.7671233
2004,NIR,Niger,-0.7341532,0.07843137,0.7647059
2005,NIR,Niger,-0.5845555,0.1111111,0.7301587
2006,NIR,Niger,-0.7230683,0.08139535,0.755814
2007,NIR,Niger,-0.7651653,0.05263158,0.72
2008,NIR,Niger,-0.7891358,0.078125,0.71875
2009,NIR,Niger,-0.7949381,0.09230769,0.6923077
2010,NIR,Niger,-0.7147667,0.1111111,0.6984127
2011,NIR,Niger,-0.7841405,0.2142857,0.6904762
2012,NIR,Niger,-0.7487795,0.1666667,0.7121212
1960,CDI,Ivory Coast,0.5728437,0.5473684,0.3473684
1961,CDI,Ivory Coast,0.2011693,0.483871,0.4285714
1962,CDI,Ivory Coast,0.02414216,0.3095238,0.5238095
1963,CDI,Ivory Coast,0.07640941,0.5,0.3666667
1965,CDI,Ivory Coast,0.09218944,0.375,0.625
1966,CDI,Ivory Coast,0.3867074,0.4893617,0.4680851
1967,CDI,Ivory Coast,0.5180628,0.4909091,0.5454545
1968,CDI,Ivory Coast,0.5099274,0.4,0.4444444
1969,CDI,Ivory Coast,0.7013497,0.45,0.3902439
1970,CDI,Ivory Coast,0.4563579,0.4482759,0.4137931
1971,CDI,Ivory Coast,0.6740278,0.5478261,0.4913793
1972,CDI,Ivory Coast,0.5047288,0.39,0.5148515
1973,CDI,Ivory Coast,0.3558054,0.3146067,0.5955056
1974,CDI,Ivory Coast,0.380903,0.3611111,0.5833333
1975,CDI,Ivory Coast,0.4043049,0.3134328,0.6268657
1976,CDI,Ivory Coast,0.263444,0.2289157,0.6705882
1977,CDI,Ivory Coast,0.548885,0.3837209,0.4712644
1978,CDI,Ivory Coast,0.5338177,0.3865546,0.5041322
1979,CDI,Ivory Coast,0.3934887,0.2905983,0.5254237
1980,CDI,Ivory Coast,0.3594171,0.2268041,0.5463918
1981,CDI,Ivory Coast,0.3099203,0.1732283,0.6640625
1982,CDI,Ivory Coast,0.4440519,0.1384615,0.6
1983,CDI,Ivory Coast,0.4622735,0.1608392,0.5454545
1984,CDI,Ivory Coast,0.416101,0.14,0.6066667
1985,CDI,Ivory Coast,0.3704374,0.1879195,0.6081081
1986,CDI,Ivory Coast,0.4232385,0.2013423,0.6190476
1987,CDI,Ivory Coast,0.4804762,0.1857143,0.7234043
1988,CDI,Ivory Coast,0.272163,0.1068702,0.8461538
1989,CDI,Ivory Coast,-0.000946666,0.0990991,0.9099099
1990,CDI,Ivory Coast,-0.04612209,0.1585366,0.8902439
1991,CDI,Ivory Coast,0.1722187,0.1692308,0.734375
1992,CDI,Ivory Coast,-0.1026203,0.1304348,0.5652174
1993,CDI,Ivory Coast,-0.354859,0.15,0.4666667
1994,CDI,Ivory Coast,-0.1639097,0.2647059,0.5441176
1995,CDI,Ivory Coast,-0.2779522,0.2179487,0.5641026
1996,CDI,Ivory Coast,-0.4120056,0.2463768,0.5882353
1997,CDI,Ivory Coast,-0.6291565,0.1911765,0.6176471
1998,CDI,Ivory Coast,-0.6927515,0.1833333,0.6440678
1999,CDI,Ivory Coast,-0.7500692,0.1791045,0.6567164
2000,CDI,Ivory Coast,-0.624396,0.2631579,0.7192982
2001,CDI,Ivory Coast,-0.6657479,0.137931,0.7241379
2002,CDI,Ivory Coast,-0.6283465,0.078125,0.7419355
2003,CDI,Ivory Coast,-0.7168029,0.125,0.7361111
2004,CDI,Ivory Coast,-0.3434462,0.1343284,0.6666667
2005,CDI,Ivory Coast,-0.372953,0.1320755,0.6603774
2006,CDI,Ivory Coast,-0.1766351,0.08,0.68
2007,CDI,Ivory Coast,-0.01651877,0.05970149,0.5909091
2008,CDI,Ivory Coast,-0.1198466,0.1142857,0.6428571
2009,CDI,Ivory Coast,-0.1281865,0.0952381,0.5873016
2010,CDI,Ivory Coast,0.02388492,0.1458333,0.5833333
2011,CDI,Ivory Coast,-0.1058477,0.2461538,0.6307692
2012,CDI,Ivory Coast,-0.3599418,0.1666667,0.6818182
1958,GUI,Guinea,-0.8951653,0.1666667,0.6666667
1959,GUI,Guinea,-0.8904524,0.1509434,0.8113208
1960,GUI,Guinea,-1.470773,0.2038835,0.8446602
1961,GUI,Guinea,-1.36829,0.2191781,0.7162162
1962,GUI,Guinea,-1.35986,0.1666667,0.7619048
1963,GUI,Guinea,-0.9870081,0.3548387,0.516129
1965,GUI,Guinea,-1.152105,0.225,0.75
1966,GUI,Guinea,-1.253439,0.22,0.84
1967,GUI,Guinea,-1.331448,0.08928571,0.8214286
1968,GUI,Guinea,-1.388586,0.2040816,0.6326531
1969,GUI,Guinea,-1.35217,0.2666667,0.7419355
1970,GUI,Guinea,-1.16981,0.1272727,0.7454545
1971,GUI,Guinea,-1.191096,0.377193,0.7304348
1972,GUI,Guinea,-1.091775,0.2191781,0.6756757
1973,GUI,Guinea,-0.9336948,0.3103448,0.7241379
1974,GUI,Guinea,-0.992282,0.1641791,0.7313433
1975,GUI,Guinea,-0.8191981,0.2352941,0.7352941
1976,GUI,Guinea,-0.8490755,0.1527778,0.7837838
1977,GUI,Guinea,-0.639531,0.3194444,0.6805556
1978,GUI,Guinea,-0.550637,0.3240741,0.6055046
1979,GUI,Guinea,-0.4740309,0.2241379,0.6752137
1980,GUI,Guinea,-0.6044691,0.17,0.74
1981,GUI,Guinea,-0.4800324,0.1578947,0.7537313
1982,GUI,Guinea,-0.5346613,0.1188811,0.7412587
1983,GUI,Guinea,-0.4913875,0.1310345,0.8
1984,GUI,Guinea,-0.506874,0.1013514,0.8310811
1985,GUI,Guinea,-0.5190681,0.1188811,0.8450704
1986,GUI,Guinea,-0.4383158,0.141844,0.8652482
1987,GUI,Guinea,-0.4161157,0.1068702,0.9398496
1988,GUI,Guinea,-0.4870145,0.1007752,0.96875
1989,GUI,Guinea,-0.5893464,0.08928571,0.9732143
1990,GUI,Guinea,-0.6315572,0.1547619,0.952381
1991,GUI,Guinea,-0.6917467,0.1408451,0.5857143
1992,GUI,Guinea,-0.7225243,0.1636364,0.5090909
1993,GUI,Guinea,-0.8453002,0.1454545,0.4
1994,GUI,Guinea,-0.7495808,0.2615385,0.4769231
1995,GUI,Guinea,-0.6063315,0.2467532,0.5454545
1996,GUI,Guinea,-0.7403957,0.2121212,0.6153846
1997,GUI,Guinea,-0.7506967,0.2121212,0.6666667
1998,GUI,Guinea,-0.8152827,0.1694915,0.6551724
1999,GUI,Guinea,-0.7877457,0.1612903,0.6451613
2000,GUI,Guinea,-0.6292722,0.203125,0.7301587
2001,GUI,Guinea,-0.4794325,0.1111111,0.7222222
2002,GUI,Guinea,-0.6758409,0.1142857,0.7536232
2003,GUI,Guinea,-0.7029155,0.1126761,0.7323944
2004,GUI,Guinea,-0.7084863,0.08695652,0.8695652
2005,GUI,Guinea,-0.731287,0.1111111,0.7222222
2006,GUI,Guinea,-0.8957076,0.08235294,0.7882353
2007,GUI,Guinea,-0.8799424,0.05333333,0.7432432
2008,GUI,Guinea,-0.9097837,0.06060606,0.7272727
2009,GUI,Guinea,-0.8493357,0.09836066,0.7213115
2010,GUI,Guinea,-0.9855751,0.1269841,0.75
2011,GUI,Guinea,-0.7971696,0.1803279,0.7213115
2012,GUI,Guinea,-0.7495793,0.1538462,0.6923077
1960,BFO,Burkina Faso,0.3069507,0.4050633,0.3164557
1961,BFO,Burkina Faso,-0.000391794,0.421875,0.5076923
1962,BFO,Burkina Faso,-0.1803516,0.2619048,0.5238095
1963,BFO,Burkina Faso,-0.04233917,0.4285714,0.4285714
1965,BFO,Burkina Faso,-0.06945973,0.3421053,0.6315789
1966,BFO,Burkina Faso,0.3012969,0.5416667,0.5416667
1967,BFO,Burkina Faso,0.1965921,0.375,0.6785714
1968,BFO,Burkina Faso,0.06313589,0.2765957,0.4042553
1969,BFO,Burkina Faso,0.07186619,0.3809524,0.5116279
1970,BFO,Burkina Faso,-0.02373949,0.3692308,0.5538462
1971,BFO,Burkina Faso,0.3396083,0.5360825,0.4897959
1972,BFO,Burkina Faso,0.07333764,0.3854167,0.6082474
1973,BFO,Burkina Faso,-0.05549203,0.2837838,0.6486486
1974,BFO,Burkina Faso,-0.2629783,0.2352941,0.6911765
1975,BFO,Burkina Faso,-0.2043463,0.2575758,0.6818182
1976,BFO,Burkina Faso,-0.1717195,0.202381,0.7209302
1977,BFO,Burkina Faso,-0.2975508,0.3493976,0.6666667
1978,BFO,Burkina Faso,-0.006937533,0.3956044,0.5222222
1979,BFO,Burkina Faso,0.09473431,0.3148148,0.5779817
1980,BFO,Burkina Faso,0.1097808,0.2790698,0.627907
1981,BFO,Burkina Faso,0.08651262,0.1923077,0.6870229
1982,BFO,Burkina Faso,-0.1121655,0.1437908,0.7254902
1983,BFO,Burkina Faso,-0.5109206,0.1164384,0.7945205
1984,BFO,Burkina Faso,-0.7418925,0.06,0.8533333
1985,BFO,Burkina Faso,-0.664675,0.122449,0.8082192
1986,BFO,Burkina Faso,-0.8566877,0.1066667,0.8791946
1987,BFO,Burkina Faso,-0.8534495,0.08695652,0.9568345
1988,BFO,Burkina Faso,-0.7473892,0.07518797,0.9772727
1989,BFO,Burkina Faso,-0.7294055,0.0877193,0.9736842
1990,BFO,Burkina Faso,-0.8146508,0.1325301,0.9277108
1991,BFO,Burkina Faso,-0.8046123,0.1311475,0.5737705
1992,BFO,Burkina Faso,-0.7529466,0.1549296,0.4788732
1993,BFO,Burkina Faso,-0.8343593,0.1311475,0.3934426
1994,BFO,Burkina Faso,-0.8332958,0.2575758,0.4545455
1995,BFO,Burkina Faso,-0.8129722,0.1923077,0.5128205
1996,BFO,Burkina Faso,-0.5555551,0.2328767,0.5833333
1997,BFO,Burkina Faso,-0.6940847,0.1818182,0.6212121
1998,BFO,Burkina Faso,-0.719138,0.1886792,0.6730769
1999,BFO,Burkina Faso,-0.8893767,0.2,0.6307692
2000,BFO,Burkina Faso,-0.8186203,0.1846154,0.734375
2001,BFO,Burkina Faso,-0.8380502,0.1076923,0.734375
2002,BFO,Burkina Faso,-0.864741,0.125,0.7571429
2003,BFO,Burkina Faso,-0.8159958,0.08333333,0.7222222
2004,BFO,Burkina Faso,-0.6934975,0.08695652,0.7647059
2005,BFO,Burkina Faso,-0.55827,0.07042254,0.7183099
2006,BFO,Burkina Faso,-0.6132142,0.08433735,0.7710843
2007,BFO,Burkina Faso,-0.6565421,0.05479452,0.7222222
2008,BFO,Burkina Faso,-0.5609626,0.08955224,0.6865672
2009,BFO,Burkina Faso,-0.4691389,0.1052632,0.7017544
2010,BFO,Burkina Faso,-0.6069003,0.1451613,0.7460317
2011,BFO,Burkina Faso,-0.5431955,0.2131148,0.7213115
2012,BFO,Burkina Faso,-0.4666703,0.1969697,0.7121212
1946,LBR,Liberia,-0.191543,0.3714286,0.5428571
1947,LBR,Liberia,0.292587,0.6486486,0.4864865
1948,LBR,Liberia,0.7429927,0.6666667,0.1413043
1949,LBR,Liberia,0.6650755,0.5084746,0.4745763
1950,LBR,Liberia,0.5564906,0.755102,0.2916667
1951,LBR,Liberia,0.493855,0.4166667,0.5
1952,LBR,Liberia,0.3032549,0.4583333,0.375
1953,LBR,Liberia,0.2458909,0.44,0.72
1954,LBR,Liberia,0.2419733,0.2666667,0.5666667
1955,LBR,Liberia,0.2303551,0.4444444,0.5925926
1956,LBR,Liberia,0.5009683,0.8333333,0.3166667
1957,LBR,Liberia,0.6206144,0.7352941,0.3529412
1958,LBR,Liberia,0.4506572,0.6969697,0.4848485
1959,LBR,Liberia,0.3993448,0.54,0.48
1960,LBR,Liberia,0.09605068,0.4368932,0.4951456
1961,LBR,Liberia,0.1562032,0.4583333,0.4246575
1962,LBR,Liberia,0.1028174,0.4130435,0.4347826
1963,LBR,Liberia,0.331499,0.5,0.3666667
1965,LBR,Liberia,-0.01949902,0.3947368,0.6842105
1966,LBR,Liberia,0.1794617,0.4285714,0.4897959
1967,LBR,Liberia,0.6961507,0.627451,0.4901961
1968,LBR,Liberia,0.6976543,0.46,0.3
1969,LBR,Liberia,0.6188442,0.4390244,0.5
1970,LBR,Liberia,0.6751852,0.5625,0.421875
1971,LBR,Liberia,0.7416049,0.5504587,0.4272727
1972,LBR,Liberia,0.6467023,0.5208333,0.5463918
1973,LBR,Liberia,0.2383021,0.2891566,0.6746988
1974,LBR,Liberia,-0.3092107,0.238806,0.7164179
1975,LBR,Liberia,0.7158735,0.3793103,0.4655172
1976,LBR,Liberia,0.4197966,0.25,0.6666667
1977,LBR,Liberia,0.3665358,0.3820225,0.5555556
1978,LBR,Liberia,0.3087764,0.3655914,0.5638298
1979,LBR,Liberia,0.2042945,0.3076923,0.6016949
1980,LBR,Liberia,0.2171677,0.2150538,0.6666667
1981,LBR,Liberia,0.2251174,0.1742424,0.6616541
1982,LBR,Liberia,0.01082385,0.1543624,0.7248322
1983,LBR,Liberia,0.1446425,0.1782946,0.6511628
1984,LBR,Liberia,0.2042007,0.1324503,0.6754967
1985,LBR,Liberia,0.08503559,0.170068,0.7123288
1986,LBR,Liberia,0.260349,0.1879195,0.6756757
1987,LBR,Liberia,0.2308402,0.1532847,0.8115942
1988,LBR,Liberia,0.1275365,0.1221374,0.8538462
1989,LBR,Liberia,-0.09862835,0.08928571,0.9285714
1991,LBR,Liberia,-0.2315664,0.1492537,0.6567164
1992,LBR,Liberia,-0.4293767,0.1666667,0.5166667
1995,LBR,Liberia,0.002170057,1,1
1996,LBR,Liberia,-0.4874407,0.2545455,0.462963
1997,LBR,Liberia,-0.502824,0.1911765,0.5735294
2004,LBR,Liberia,-0.3099342,0.0862069,0.7368421
2005,LBR,Liberia,-0.3921682,0.1,0.7
2006,LBR,Liberia,-0.4634058,0.109375,0.71875
2007,LBR,Liberia,-0.4122503,0.1111111,0.6415094
2008,LBR,Liberia,-0.3085032,0.1363636,0.7121212
2009,LBR,Liberia,-0.2119808,0.1451613,0.6774194
2010,LBR,Liberia,-0.2903654,0.1587302,0.6875
2011,LBR,Liberia,-0.362584,0.2459016,0.704918
2012,LBR,Liberia,-0.2411501,0.1969697,0.7424242
1961,SIE,Sierra Leone,-0.2209997,0.3478261,0.5428571
1962,SIE,Sierra Leone,-0.2052458,0.25,0.5277778
1963,SIE,Sierra Leone,0.006755247,0.4074074,0.3703704
1965,SIE,Sierra Leone,-0.1683006,0.275,0.675
1966,SIE,Sierra Leone,-0.2995107,0.2,0.58
1967,SIE,Sierra Leone,0.4395325,0.5272727,0.4727273
1968,SIE,Sierra Leone,0.2191975,0.3541667,0.4375
1969,SIE,Sierra Leone,0.176412,0.3333333,0.45
1970,SIE,Sierra Leone,-0.025636,0.28125,0.5
1971,SIE,Sierra Leone,0.004945892,0.4148936,0.6105263
1972,SIE,Sierra Leone,-0.3314321,0.3181818,0.6292135
1973,SIE,Sierra Leone,-0.1274148,0.25,0.65
1974,SIE,Sierra Leone,-0.3274711,0.2878788,0.7272727
1975,SIE,Sierra Leone,-0.02860647,0.2622951,0.5901639
1976,SIE,Sierra Leone,-0.1613568,0.2195122,0.7261905
1977,SIE,Sierra Leone,-0.1850499,0.3563218,0.6818182
1978,SIE,Sierra Leone,-0.0588307,0.3703704,0.6090909
1979,SIE,Sierra Leone,-0.1929669,0.2844828,0.6410256
1980,SIE,Sierra Leone,-0.2104742,0.25,0.7
1981,SIE,Sierra Leone,-0.2810741,0.1654135,0.738806
1982,SIE,Sierra Leone,-0.3516572,0.1103896,0.7402597
1983,SIE,Sierra Leone,-0.4157174,0.1319444,0.7847222
1984,SIE,Sierra Leone,-0.4670369,0.09589041,0.8287671
1985,SIE,Sierra Leone,-0.1286119,0.1486486,0.7482993
1986,SIE,Sierra Leone,-0.2618869,0.1621622,0.8163265
1987,SIE,Sierra Leone,-0.2437295,0.1021898,0.9275362
1988,SIE,Sierra Leone,-0.3869329,0.1136364,0.9312977
1989,SIE,Sierra Leone,-0.3803174,0.1061947,0.9380531
1990,SIE,Sierra Leone,-0.5852438,0.1428571,0.9404762
1991,SIE,Sierra Leone,-0.6108222,0.137931,0.5438596
1992,SIE,Sierra Leone,-0.658765,0.1166667,0.4666667
1993,SIE,Sierra Leone,-0.817023,0.1290323,0.3870968
1994,SIE,Sierra Leone,-0.7501943,0.2931034,0.5172414
1995,SIE,Sierra Leone,-0.6181354,0.1864407,0.559322
1996,SIE,Sierra Leone,-0.4851244,0.2676056,0.6142857
1997,SIE,Sierra Leone,-0.4993393,0.2307692,0.6153846
1998,SIE,Sierra Leone,-0.5432651,0.1964286,0.625
1999,SIE,Sierra Leone,-0.3880708,0.2,0.6333333
2000,SIE,Sierra Leone,-0.5138959,0.2241379,0.7368421
2001,SIE,Sierra Leone,-0.5535777,0.1290323,0.7213115
2002,SIE,Sierra Leone,-0.729796,0.122807,0.6964286
2003,SIE,Sierra Leone,-0.5422454,0.1777778,0.7333333
2004,SIE,Sierra Leone,-0.5791545,0.1014493,0.7647059
2005,SIE,Sierra Leone,-0.6325791,0.1034483,0.6551724
2006,SIE,Sierra Leone,-0.6763035,0.075,0.7375
2007,SIE,Sierra Leone,-0.6641517,0.06896552,0.6842105
2008,SIE,Sierra Leone,-0.6666887,0.05882353,0.8235294
2009,SIE,Sierra Leone,-0.540426,0.1458333,0.7916667
2010,SIE,Sierra Leone,-0.5368668,0.2115385,0.7115385
2011,SIE,Sierra Leone,-0.5511199,0.1896552,0.7241379
2012,SIE,Sierra Leone,-0.553433,0.1666667,0.7222222
1956,GHA,Ghana,-0.6048085,1,0
1957,GHA,Ghana,-0.6060015,0.34375,0.65625
1958,GHA,Ghana,-0.6126004,0.4545455,0.6969697
1959,GHA,Ghana,-0.5016769,0.3148148,0.6296296
1960,GHA,Ghana,-0.8399518,0.2815534,0.7378641
1961,GHA,Ghana,-0.8491013,0.2465753,0.6486486
1962,GHA,Ghana,-0.6137765,0.2173913,0.6521739
1963,GHA,Ghana,-0.5256979,0.4137931,0.5862069
1965,GHA,Ghana,-0.7481343,0.25,0.825
1966,GHA,Ghana,0.07159762,0.4489796,0.5714286
1967,GHA,Ghana,0.2997248,0.4210526,0.5789474
1968,GHA,Ghana,0.07594814,0.28,0.44
1969,GHA,Ghana,-0.02553839,0.325,0.6097561
1970,GHA,Ghana,-0.03160179,0.2769231,0.5076923
1971,GHA,Ghana,0.4397095,0.4871795,0.4915254
1972,GHA,Ghana,0.2700396,0.377551,0.5050505
1973,GHA,Ghana,0.1959984,0.2988506,0.5977011
1974,GHA,Ghana,0.06325912,0.2753623,0.6231884
