"","caseid","gaytherm"
"22738",259,47
"22739",176,100
"22740",949,50
"22741",967,1
"22742",96,86
"22743",351,50
"22744",705,62
"22745",749,41
"22746",811,51
"22747",722,72
"22748",461,60
"22749",444,NA
"22750",686,50
"22751",539,71
"22752",312,100
"22753",182,91
"22754",959,70
"22755",616,51
"22756",717,NA
"22757",188,55
"22758",290,63
"22759",482,83
"22760",894,100
"22761",795,30
"22762",813,52
"22763",535,21
"22764",13,3
"22765",373,100
"22766",212,85
"22767",999,70
"22768",499,27
"22769",372,99
"22770",953,38
"22771",445,50
"22772",206,81
"22773",181,NA
"22774",811,1
"22775",899,48
"22776",378,56
"22777",21,4
"22778",695,61
"22779",805,80
"22780",18,66
"22781",345,69
"22782",827,20
"22783",99,100
"22784",780,NA
"22785",725,70
"22786",378,50
"22787",706,61
"22788",926,52
"22789",480,100
"22790",397,83
"22791",136,50
"22792",909,100
"22793",930,90
"22794",448,85
"22795",34,70
"22796",754,49
"22797",689,75
"22798",855,41
"22799",282,51
"22800",955,1
"22801",301,81
"22802",500,85
"22803",630,NA
"22804",522,52
"22805",483,51
"22806",550,71
"22807",366,80
"22808",289,100
"22809",722,100
"22810",50,21
"22811",376,61
"22812",849,67
"22813",738,85
"22814",706,93
"22815",487,100
"22816",40,52
"22817",149,51
"22818",150,61
"22819",382,6
"22820",524,2
"22821",239,65
"22822",249,90
"22823",402,50
"22824",381,91
"22825",100,97
"22826",586,3
"22827",730,92
"22828",526,52
"22829",451,1
"22830",317,71
"22831",154,100
"22832",855,55
"22833",707,50
"22834",642,6
"22835",197,51
"22836",472,91
"22837",168,2
"22838",950,85
"22839",473,52
"22840",113,33
"22841",364,53
"22842",840,28
"22843",619,53
"22844",511,94
"22845",306,NA
"22846",458,9
"22847",737,50
"22848",101,72
"22849",169,50
"22850",474,21
"22851",671,3
"22852",594,83
"22853",203,50
"22854",67,35
"22855",953,100
"22856",788,78
"22857",779,30
"22858",853,99
"22859",655,56
"22860",12,NA
"22861",632,NA
"22862",696,30
"22863",797,50
"22864",521,8
"22865",407,75
"22866",159,20
"22867",778,94
"22868",9,66
"22869",922,62
"22870",571,56
"22871",593,51
"22872",265,81
"22873",618,30
"22874",770,80
"22875",245,99
"22876",514,1
"22877",615,95
"22878",194,5
"22879",420,50
"22880",547,85
"22881",707,50
"22882",335,50
"22883",463,53
"22884",185,47
"22885",516,72
"22886",380,91
"22887",883,8
"22888",60,51
"22889",146,100
"22890",768,59
"22891",977,50
"22892",880,NA
"22893",632,50
"22894",3,44
"22895",612,3
"22896",182,92
"22897",272,24
"22898",460,67
"22899",572,98
"22900",682,50
"22901",715,11
"22902",909,50
"22903",118,50
"22904",815,100
"22905",532,76
"22906",793,41
"22907",650,51
"22908",617,46
"22909",56,66
"22910",823,100
"22911",541,63
"22912",152,91
"22913",503,71
"22914",817,100
"22915",502,NA
"22916",488,3
"22917",25,NA
"22918",975,34
"22919",524,8
"22920",305,40
"22921",852,NA
"22922",804,56
"22923",683,95
"22924",383,63
"22925",162,50
"22926",317,81
"22927",213,21
"22928",493,94
"22929",849,4
"22930",782,6
"22931",808,99
"22932",186,3
"22933",629,91
"22934",958,70
"22935",950,100
"22936",806,51
"22937",372,63
"22938",208,50
"22939",793,1
"22940",494,42
"22941",133,NA
"22942",835,58
"22943",990,50
"22944",954,50
"22945",447,71
"22946",162,51
"22947",474,27
"22948",365,35
"22949",454,42
"22950",385,53
"22951",761,99
"22952",898,91
"22953",695,NA
"22954",857,85
"22955",87,NA
"22956",368,99
"22957",775,NA
"22958",997,51
"22959",687,95
"22960",453,56
"22961",280,46
"22962",292,NA
"22963",334,50
"22964",46,29
"22965",1,13
"22966",99,51
"22967",909,30
"22968",45,100
"22969",593,NA
"22970",9,86
"22971",383,100
"22972",70,61
"22973",591,85
"22974",850,63
"22975",438,100
"22976",650,100
"22977",825,61
"22978",696,52
"22979",219,100
"22980",475,94
"22981",605,50
"22982",722,9
"22983",947,86
"22984",424,47
"22985",133,89
"22986",839,100
"22987",17,19
"22988",996,50
"22989",399,10
"22990",224,50
"22991",671,47
"22992",619,NA
"22993",488,100
"22994",981,70
"22995",735,100
"22996",445,92
"22997",943,90
"22998",965,6
"22999",742,6
"23000",191,45
"23001",413,98
"23002",925,53
"23003",518,99
"23004",15,52
"23005",616,100
"23006",829,51
"23007",654,71
"23008",545,92
"23009",417,100
"23010",143,NA
"23011",539,2
"23012",52,6
"23013",122,69
"23014",435,85
"23015",449,76
"23016",825,23
"23017",75,50
"23018",689,8
"23019",297,50
"23020",499,3
"23021",523,17
"23022",948,77
"23023",334,50
"23024",169,NA
"23025",499,52
"23026",416,2
"23027",235,7
"23028",217,70
"23029",784,75
"23030",54,50
"23031",454,22
"23032",243,100
"23033",980,100
"23034",175,20
"23035",123,99
"23036",32,52
"23037",361,58
"23038",440,50
"23039",482,5
"23040",75,47
"23041",779,70
"23042",249,71
"23043",313,50
"23044",500,67
"23045",939,NA
"23046",810,71
"23047",926,1
"23048",865,41
"23049",621,NA
"23050",133,97
"23051",669,50
"23052",929,NA
"23053",450,51
"23054",112,49
"23055",699,51
"23056",492,20
"23057",898,54
"23058",602,46
"23059",940,82
"23060",236,100
"23061",396,71
"23062",802,100
"23063",674,59
"23064",453,22
"23065",27,85
"23066",949,100
"23067",703,60
"23068",878,100
"23069",277,51
"23070",378,81
"23071",796,NA
"23072",117,50
"23073",337,100
"23074",734,89
"23075",465,50
"23076",518,20
"23077",544,5
"23078",928,NA
"23079",104,83
"23080",650,31
"23081",273,100
"23082",828,64
"23083",976,94
"23084",565,24
"23085",160,61
"23086",751,50
"23087",90,53
"23088",731,19
"23089",967,52
"23090",305,51
"23091",656,79
"23092",43,92
"23093",406,65
"23094",820,100
"23095",530,95
"23096",578,41
"23097",396,63
"23098",750,81
"23099",988,52
"23100",760,89
"23101",554,50
"23102",134,6
"23103",181,95
"23104",708,48
"23105",918,75
"23106",412,50
"23107",653,41
"23108",525,NA
"23109",148,50
"23110",791,88
"23111",861,53
"23112",76,50
"23113",929,66
"23114",596,88
"23115",420,90
"23116",26,64
"23117",802,73
"23118",738,71
"23119",25,50
"23120",203,50
"23121",370,50
"23122",608,50
"23123",135,50
"23124",487,100
"23125",624,91
"23126",875,55
"23127",651,99
"23128",180,NA
"23129",744,70
"23130",148,25
"23131",135,69
"23132",72,6
"23133",415,88
"23134",462,100
"23135",842,63
"23136",935,70
"23137",184,100
"23138",859,69
"23139",342,31
"23140",262,53
"23141",188,1
"23142",700,50
"23143",183,70
"23144",564,68
"23145",134,100
"23146",154,18
"23147",155,50
"23148",906,100
"23149",605,51
"23150",828,NA
"23151",480,100
"23152",755,54
"23153",145,95
"23154",964,NA
"23155",2,100
"23156",966,52
"23157",659,21
"23158",939,100
"23159",726,20
"23160",329,51
"23161",408,53
"23162",693,NA
"23163",867,NA
"23164",710,62
"23165",465,71
"23166",434,37
"23167",776,NA
"23168",931,21
"23169",664,51
"23170",686,66
"23171",783,100
"23172",858,97
"23173",312,51
"23174",269,65
"23175",346,NA
"23176",375,22
"23177",594,42
"23178",11,71
"23179",423,85
"23180",165,51
"23181",159,100
"23182",225,51
"23183",107,93
"23184",591,NA
"23185",274,75
"23186",151,50
"23187",868,50
"23188",833,100
"23189",175,88
"23190",260,100
"23191",396,41
"23192",963,100
"23193",751,91
"23194",180,100
"23195",709,100
"23196",994,53
"23197",249,32
"23198",939,50
"23199",867,100
"23200",127,50
"23201",46,53
"23202",503,41
"23203",327,NA
"23204",27,54
"23205",448,79
"23206",368,98
"23207",886,42
"23208",128,74
"23209",854,26
"23210",596,74
"23211",118,88
"23212",381,41
"23213",800,92
"23214",719,88
"23215",269,21
"23216",848,100
"23217",936,51
"23218",133,81
"23219",145,88
"23220",908,51
"23221",735,95
"23222",708,50
"23223",610,6
"23224",524,100
"23225",341,50
"23226",460,100
"23227",158,100
"23228",871,89
"23229",479,NA
"23230",702,54
"23231",231,62
"23232",241,95
"23233",657,47
"23234",910,75
"23235",385,41
"23236",14,50
"23237",746,NA
"23238",858,50
"23239",162,41
"23240",2,19
"23241",783,7
"23242",841,52
"23243",974,49
"23244",938,42
"23245",793,89
"23246",94,22
"23247",415,70
"23248",71,NA
"23249",939,70
"23250",794,66
"23251",61,50
"23252",513,51
"23253",349,100
"23254",320,71
"23255",122,98
"23256",484,51
"23257",383,25
"23258",240,50
"23259",14,41
"23260",146,85
"23261",523,6
"23262",839,2
"23263",774,97
"23264",825,50
"23265",372,50
"23266",589,88
"23267",364,NA
"23268",695,100
"23269",306,20
"23270",362,100
"23271",703,75
"23272",442,52
"23273",164,90
"23274",930,1
"23275",195,94
"23276",989,52
"23277",413,50
"23278",919,51
"23279",342,88
"23280",296,50
"23281",614,71
"23282",230,60
"23283",684,40
"23284",411,NA
"23285",575,91
"23286",320,70
"23287",283,49
"23288",831,85
"23289",114,40
"23290",236,80
"23291",308,31
"23292",904,55
"23293",232,NA
"23294",994,97
"23295",946,3
"23296",237,53
"23297",453,6
"23298",987,50
"23299",377,75
"23300",98,96
"23301",651,60
"23302",168,1
"23303",992,100
"23304",352,36
"23305",961,86
"23306",887,72
"23307",997,65
"23308",778,99
"23309",202,92
"23310",987,74
"23311",603,86
"23312",687,94
"23313",550,20
"23314",346,61
"23315",109,50
"23316",269,4
"23317",187,12
"23318",747,NA
"23319",28,32
"23320",190,50
"23321",250,NA
"23322",194,53
"23323",66,54
"23324",761,95
"23325",643,80
"23326",173,81
"23327",702,100
"23328",617,50
"23329",298,31
"23330",233,72
"23331",234,64
"23332",84,50
"23333",558,19
"23334",279,51
"23335",886,50
"23336",278,59
"23337",785,71
"23338",709,71
"23339",888,53
"23340",681,100
"23341",756,100
"23342",982,50
"23343",216,99
"23344",148,75
"23345",121,50
"23346",390,50
"23347",238,99
"23348",845,2
"23349",509,96
"23350",761,62
"23351",102,41
"23352",152,51
"23353",80,50
"23354",920,3
"23355",951,42
"23356",775,61
"23357",401,77
"23358",239,86
"23359",884,NA
"23360",422,96
"23361",244,53
"23362",463,85
"23363",890,89
"23364",57,61
"23365",909,50
"23366",387,59
"23367",49,50
"23368",781,63
"23369",275,50
"23370",939,NA
"23371",234,88
"23372",237,NA
"23373",3,100
"23374",992,9
"23375",399,100
"23376",620,32
"23377",529,33
"23378",149,84
"23379",329,29
"23380",796,8
"23381",97,51
"23382",721,50
"23383",762,50
"23384",33,NA
"23385",183,91
"23386",674,79
"23387",340,75
"23388",860,52
"23389",59,81
"23390",835,50
"23391",233,91
"23392",176,100
"23393",430,62
"23394",80,73
"23395",353,95
"23396",728,31
"23397",194,45
"23398",235,96
"23399",121,100
"23400",227,49
"23401",47,50
"23402",961,NA
"23403",30,5
"23404",469,43
"23405",553,50
"23406",394,61
"23407",309,6
"23408",252,50
"23409",571,NA
"23410",817,31
"23411",841,44
"23412",543,71
"23413",841,1
"23414",262,72
"23415",382,69
"23416",5,69
"23417",377,66
"23418",385,51
"23419",56,77
"23420",420,53
"23421",246,79
"23422",694,84
"23423",359,100
"23424",899,NA
"23425",953,92
"23426",727,50
"23427",879,91
"23428",649,61
"23429",653,55
"23430",810,25
"23431",361,81
"23432",17,50
"23433",987,NA
"23434",526,96
"23435",39,38
"23436",819,61
"23437",728,44
"23438",400,71
"23439",560,1
"23440",162,3
"23441",655,NA
"23442",54,50
"23443",614,50
"23444",660,0
"23445",839,56
"23446",641,NA
"23447",314,51
"23448",188,1
"23449",572,100
"23450",825,100
"23451",534,50
"23452",219,50
"23453",377,96
"23454",9,74
"23455",920,50
"23456",783,NA
"23457",836,63
"23458",858,47
"23459",674,7
"23460",664,79
"23461",820,100
"23462",346,51
"23463",159,94
"23464",567,51
"23465",99,100
"23466",628,81
"23467",67,84
"23468",342,37
"23469",463,79
"23470",426,100
"23471",574,100
"23472",376,59
"23473",730,88
"23474",985,79
"23475",220,91
"23476",395,50
"23477",512,50
"23478",562,54
"23479",901,90
"23480",292,16
"23481",372,98
"23482",427,2
"23483",593,100
"23484",787,52
"23485",993,51
"23486",347,NA
"23487",122,4
"23488",604,42
"23489",970,47
"23490",221,50
"23491",636,53
"23492",877,4
"23493",670,90
"23494",120,71
"23495",85,7
"23496",942,93
"23497",105,71
"23498",43,60
"23499",941,50
"23500",345,46
"23501",71,70
"23502",221,50
"23503",199,NA
"23504",986,88
"23505",274,NA
"23506",134,50
"23507",838,95
"23508",18,NA
"23509",534,100
"23510",71,NA
"23511",442,NA
"23512",937,92
"23513",335,85
"23514",801,78
"23515",233,90
"23516",396,52
"23517",886,41
"23518",804,31
"23519",701,87
"23520",7,50
"23521",504,NA
"23522",634,100
"23523",543,NA
"23524",911,75
"23525",814,NA
"23526",348,NA
"23527",862,21
"23528",584,28
"23529",969,58
"23530",982,50
"23531",4,50
"23532",587,56
"23533",192,90
"23534",111,20
"23535",817,99
"23536",61,97
"23537",659,21
"23538",737,4
"23539",354,57
"23540",824,67
"23541",950,61
"23542",686,47
"23543",249,11
"23544",900,67
"23545",408,51
"23546",70,19
"23547",128,12
"23548",91,59
"23549",387,78
"23550",93,4
"23551",74,17
"23552",365,53
"23553",865,20
"23554",385,53
"23555",785,50
"23556",108,92
"23557",81,100
"23558",481,50
"23559",783,1
"23560",15,71
"23561",598,70
"23562",45,34
"23563",407,18
"23564",289,32
"23565",77,50
"23566",32,84
"23567",394,2
"23568",884,90
"23569",972,NA
"23570",258,NA
"23571",205,85
"23572",705,100
"23573",733,45
"23574",193,50
"23575",157,72
"23576",15,50
"23577",70,100
"23578",511,88
"23579",548,21
"23580",77,37
"23581",208,62
"23582",369,14
"23583",180,31
"23584",185,81
"23585",140,5
"23586",746,50
"23587",523,81
"23588",81,78
"23589",242,1
"23590",580,68
"23591",480,89
"23592",862,9
"23593",43,NA
"23594",741,55
"23595",258,NA
"23596",749,50
"23597",439,90
"23598",457,40
"23599",240,61
"23600",223,50
"23601",392,NA
"23602",250,3
"23603",520,80
"23604",366,8
"23605",951,95
"23606",223,72
"23607",873,28
"23608",908,50
"23609",607,13
"23610",931,52
"23611",402,56
"23612",870,100
"23613",142,50
"23614",492,85
"23615",933,NA
"23616",540,100
"23617",237,100
"23618",202,52
"23619",120,94
"23620",103,50
"23621",919,5
"23622",66,73
"23623",383,60
"23624",605,70
"23625",792,2
"23626",923,99
"23627",381,67
"23628",730,12
"23629",467,20
"23630",20,70
"23631",919,72
"23632",734,52
"23633",831,100
"23634",31,100
"23635",569,58
"23636",676,89
"23637",719,51
"23638",914,90
"23639",451,88
"23640",104,85
"23641",662,58
"23642",881,NA
"23643",132,87
"23644",493,82
"23645",927,30
"23646",574,62
"23647",65,96
"23648",390,70
"23649",855,100
"23650",67,90
"23651",277,75
"23652",946,22
"23653",120,1
"23654",500,52
"23655",796,5
"23656",254,50
"23657",440,79
"23658",651,1
"23659",268,47
"23660",395,52
"23661",774,87
"23662",154,100
"23663",743,63
"23664",646,100
"23665",515,95
"23666",920,90
"23667",117,NA
"23668",752,100
"23669",374,37
"23670",129,74
"23671",76,NA
"23672",238,51
"23673",693,56
"23674",31,99
"23675",435,71
"23676",309,3
"23677",394,58
"23678",159,100
"23679",685,79
"23680",906,50
"23681",147,29
"23682",565,95
"23683",359,94
"23684",184,19
"23685",376,1
"23686",835,51
"23687",800,41
"23688",703,84
"23689",722,50
"23690",166,50
"23691",765,97
"23692",969,NA
"23693",907,NA
"23694",948,96
"23695",640,NA
"23696",520,85
"23697",847,50
"23698",59,89
"23699",776,70
"23700",521,100
"23701",932,50
"23702",507,76
"23703",323,99
"23704",608,54
"23705",177,74
"23706",566,68
"23707",706,97
"23708",780,72
"23709",771,53
"23710",339,50
"23711",13,1
"23712",939,32
"23713",881,97
"23714",467,100
"23715",358,63
"23716",29,35
"23717",355,NA
"23718",172,51
"23719",161,2
"23720",608,100
"23721",622,86
"23722",8,79
"23723",310,NA
"23724",466,76
"23725",996,15
"23726",927,41
"23727",95,49
"23728",165,NA
"23729",62,50
"23730",790,78
"23731",755,1
"23732",952,50
"23733",301,100
"23734",404,NA
"23735",937,31
"23736",340,72
"23737",911,32
"23738",968,10
"23739",671,53
"23740",463,90
"23741",232,100
"23742",164,100
"23743",75,NA
"23744",907,100
"23745",988,50
"23746",869,27
"23747",12,NA
"23748",565,100
"23749",115,71
"23750",978,50
"23751",957,100
"23752",171,50
"23753",748,69
"23754",142,69
"23755",213,64
"23756",236,1
"23757",245,91
"23758",380,100
"23759",973,NA
"23760",993,53
"23761",812,100
"23762",654,50
"23763",726,44
"23764",845,79
"23765",589,94
"23766",523,59
"23767",407,NA
"23768",682,70
"23769",419,90
"23770",587,50
"23771",425,50
"23772",701,53
"23773",955,61
"23774",705,100
"23775",104,96
"23776",564,53
"23777",852,31
"23778",895,NA
"23779",406,10
"23780",445,2
"23781",684,4
"23782",11,51
"23783",905,95
"23784",588,50
"23785",526,100
"23786",789,51
"23787",74,99
"23788",130,15
"23789",790,82
"23790",398,31
"23791",453,3
"23792",129,24
"23793",744,48
"23794",186,6
"23795",253,52
"23796",648,31
"23797",198,37
"23798",574,6
"23799",108,87
"23800",135,86
"23801",45,30
"23802",804,95
"23803",46,81
"23804",659,NA
"23805",119,50
"23806",384,50
"23807",548,NA
"23808",381,46
"23809",635,90
"23810",904,78
"23811",594,60
"23812",808,67
"23813",371,88
"23814",791,50
"23815",236,51
"23816",961,85
"23817",990,50
"23818",17,50
"23819",931,100
"23820",355,50
"23821",1000,50
"23822",799,90
"23823",12,85
"23824",905,11
"23825",24,19
"23826",603,93
"23827",379,51
"23828",611,41
"23829",85,51
"23830",355,48
"23831",834,100
"23832",94,NA
"23833",380,81
"23834",799,93
"23835",490,NA
"23836",254,3
"23837",1000,56
"23838",715,100
"23839",206,74
"23840",527,30
"23841",915,21
"23842",165,1
"23843",518,91
"23844",9,54
"23845",272,86
"23846",239,NA
"23847",280,99
"23848",138,2
"23849",629,76
"23850",401,90
"23851",164,47
"23852",414,1
"23853",6,90
"23854",805,NA
"23855",414,100
"23856",867,20
"23857",24,50
"23858",514,NA
"23859",341,40
"23860",116,2
"23861",80,10
"23862",635,66
"23863",778,50
"23864",132,46
"23865",908,50
"23866",677,50
"23867",879,66
"23868",111,73
"23869",592,NA
"23870",233,31
"23871",669,90
"23872",366,86
"23873",996,99
"23874",427,50
"23875",380,72
"23876",198,70
"23877",30,77
"23878",767,100
"23879",720,50
"23880",588,19
"23881",730,98
"23882",892,51
"23883",220,61
"23884",280,40
"23885",456,91
"23886",574,91
"23887",758,61
"23888",258,69
"23889",230,34
"23890",801,1
"23891",370,100
"23892",675,53
"23893",727,7
"23894",693,11
"23895",105,72
"23896",559,50
"23897",966,97
"23898",398,45
"23899",568,51
"23900",816,40
"23901",987,66
"23902",70,32
"23903",143,91
"23904",837,50
"23905",897,19
"23906",65,53
"23907",14,3
"23908",33,100
"23909",509,61
"23910",236,62
"23911",250,95
"23912",890,60
"23913",861,38
"23914",368,72
"23915",515,100
"23916",674,99
"23917",845,NA
"23918",101,50
"23919",327,100
"23920",598,89
"23921",905,3
"23922",831,50
"23923",617,95
"23924",42,23
"23925",179,44
"23926",29,76
"23927",541,89
"23928",335,99
"23929",284,10
"23930",100,50
"23931",329,50
"23932",18,80
"23933",721,80
"23934",935,100
"23935",678,NA
"23936",967,5
"23937",42,88
"23938",854,73
"23939",290,100
"23940",379,53
"23941",521,53
"23942",592,90
"23943",560,75
"23944",490,95
"23945",886,31
"23946",510,21
"23947",489,51
"23948",177,59
"23949",176,99
"23950",535,80
"23951",539,49
"23952",376,48
"23953",135,70
"23954",980,94
"23955",603,83
"23956",122,6
"23957",786,76
"23958",853,41
"23959",348,39
"23960",406,76
"23961",906,87
"23962",669,87
"23963",636,50
"23964",299,NA
"23965",16,51
"23966",659,NA
"23967",310,NA
"23968",706,86
"23969",915,50
"23970",860,51
"23971",220,6
"23972",767,2
"23973",671,96
"23974",39,70
"23975",795,51
"23976",178,6
"23977",739,50
"23978",643,98
"23979",38,3
"23980",372,41
"23981",670,74
"23982",885,100
"23983",165,50
"23984",729,50
"23985",833,50
"23986",948,96
"23987",664,2
"23988",591,31
"23989",661,100
"23990",210,29
"23991",436,7
"23992",241,86
"23993",69,83
"23994",34,100
"23995",294,62
"23996",498,56
"23997",922,NA
"23998",694,30
"23999",900,50
"24000",882,69
"24001",814,51
"24002",910,50
"24003",676,77
"24004",78,51
"24005",503,19
"24006",264,4
"24007",77,41
"24008",593,46
"24009",505,86
"24010",570,90
"24011",831,51
"24012",172,NA
"24013",901,100
"24014",18,100
"24015",886,15
"24016",643,50
"24017",547,51
"24018",806,50
"24019",293,70
"24020",264,94
"24021",968,60
"24022",415,100
"24023",485,60
"24024",916,9
"24025",889,3
"24026",873,50
"24027",449,18
"24028",738,NA
"24029",239,88
"24030",654,50
"24031",263,5
"24032",835,19
"24033",167,91
"24034",844,45
"24035",718,2
"24036",158,51
"24037",934,31
"24038",801,11
"24039",942,20
"24040",249,47
"24041",819,100
"24042",884,67
"24043",219,85
"24044",885,92
"24045",755,50
"24046",85,59
"24047",834,100
"24048",611,NA
"24049",260,39
"24050",698,10
"24051",56,99
"24052",878,100
"24053",512,83
"24054",530,50
"24055",883,99
"24056",314,50
"24057",15,54
"24058",45,94
"24059",766,90
"24060",680,50
"24061",546,100
"24062",994,85
"24063",466,51
"24064",986,7
"24065",628,20
"24066",959,50
"24067",644,60
"24068",869,18
"24069",572,98
"24070",127,51
"24071",950,60
"24072",562,72
"24073",315,50
"24074",821,61
"24075",86,100
"24076",590,3
"24077",388,50
"24078",301,100
"24079",550,3
"24080",230,91
"24081",573,70
"24082",400,72
"24083",232,8
"24084",785,9
"24085",797,91
"24086",888,6
"24087",159,64
"24088",504,100
"24089",525,23
"24090",368,67
"24091",737,89
"24092",648,56
"24093",177,50
"24094",208,41
"24095",571,59
"24096",578,6
"24097",337,12
"24098",860,19
"24099",753,52
"24100",398,70
"24101",400,51
"24102",373,100
"24103",795,52
"24104",980,70
"24105",604,35
"24106",292,95
"24107",673,100
"24108",163,60
"24109",961,100
"24110",506,NA
"24111",810,NA
"24112",198,100
"24113",745,99
"24114",966,NA
"24115",273,90
"24116",611,NA
"24117",530,90
"24118",178,100
"24119",999,72
"24120",386,72
"24121",915,50
"24122",163,51
"24123",815,79
"24124",593,89
"24125",946,52
"24126",285,50
"24127",142,NA
"24128",383,51
"24129",891,90
"24130",257,40
"24131",772,82
"24132",357,81
"24133",558,91
"24134",601,NA
"24135",959,49
"24136",866,2
"24137",505,NA
"24138",938,50
"24139",117,84
"24140",718,NA
"24141",214,62
"24142",675,100
"24143",709,60
"24144",2,89
"24145",647,96
"24146",276,67
"24147",352,1
"24148",434,80
"24149",869,56
"24150",678,50
"24151",353,2
"24152",157,100
"24153",925,97
"24154",313,76
"24155",118,99
"24156",301,3
"24157",157,30
"24158",673,99
"24159",575,100
"24160",121,NA
"24161",615,NA
"24162",229,90
"24163",504,51
"24164",236,98
"24165",292,73
"24166",337,66
"24167",648,23
"24168",458,88
"24169",145,100
"24170",701,NA
"24171",828,41
"24172",281,55
"24173",211,91
"24174",17,96
"24175",276,22
"24176",28,56
"24177",768,NA
"24178",669,92
"24179",940,90
"24180",966,100
"24181",214,99
"24182",881,90
"24183",848,100
"24184",84,77
"24185",577,53
"24186",268,1
"24187",476,NA
"24188",683,86
"24189",557,1
"24190",667,99
"24191",89,51
"24192",52,33
"24193",556,50
"24194",809,100
"24195",755,94
"24196",249,60
"24197",236,50
"24198",472,4
"24199",405,100
"24200",642,87
"24201",40,NA
"24202",993,50
"24203",256,70
"24204",612,12
"24205",202,70
"24206",790,25
"24207",583,NA
"24208",87,48
"24209",666,35
"24210",857,100
"24211",253,53
"24212",415,49
"24213",65,89
"24214",640,74
"24215",54,91
"24216",241,77
"24217",829,7
"24218",773,100
"24219",708,50
"24220",800,95
"24221",107,4
"24222",360,7
"24223",323,100
"24224",958,1
"24225",459,56
"24226",11,100
"24227",880,NA
"24228",307,100
"24229",236,86
"24230",939,50
"24231",30,6
"24232",329,NA
"24233",891,5
"24234",181,51
"24235",625,41
"24236",948,70
"24237",598,88
"24238",210,2
"24239",905,50
"24240",811,78
"24241",306,91
"24242",922,86
"24243",837,2
"24244",466,77
"24245",860,71
"24246",739,4
"24247",384,80
"24248",385,80
"24249",846,80
"24250",7,92
"24251",810,7
"24252",390,52
"24253",856,100
"24254",508,72
"24255",97,100
"24256",463,45
"24257",102,16
"24258",102,NA
"24259",972,NA
"24260",15,1
"24261",193,90
"24262",225,80
"24263",772,41
"24264",660,94
"24265",499,50
"24266",895,100
"24267",437,32
"24268",561,100
"24269",366,53
"24270",704,50
"24271",197,46
"24272",190,37
"24273",919,100
"24274",680,85
"24275",862,100
"24276",977,50
"24277",827,53
"24278",109,NA
"24279",449,80
"24280",91,16
"24281",519,100
"24282",864,53
"24283",700,80
"24284",894,100
"24285",279,69
"24286",974,72
"24287",484,63
"24288",197,52
"24289",224,96
"24290",676,6
"24291",429,53
"24292",849,NA
"24293",788,3
"24294",190,50
"24295",480,32
"24296",880,90
"24297",351,64
"24298",769,98
"24299",673,45
"24300",563,NA
"24301",200,51
"24302",965,60
"24303",670,93
"24304",960,51
"24305",337,30
"24306",747,50
"24307",225,90
"24308",283,NA
"24309",510,3
"24310",900,3
"24311",904,47
"24312",846,51
"24313",436,81
"24314",740,96
"24315",551,95
"24316",422,97
"24317",401,74
"24318",233,72
"24319",811,79
"24320",140,NA
"24321",175,42
"24322",510,99
"24323",736,91
"24324",74,47
"24325",875,76
"24326",671,98
"24327",462,42
"24328",817,2
"24329",548,39
"24330",646,95
"24331",348,48
"24332",257,100
"24333",858,96
"24334",938,77
"24335",450,50
"24336",773,86
"24337",307,100
"24338",198,81
"24339",325,32
"24340",845,63
"24341",265,30
"24342",608,99
"24343",174,1
"24344",472,1
"24345",800,71
"24346",726,23
"24347",35,50
"24348",505,NA
"24349",662,98
"24350",97,52
"24351",756,98
"24352",588,49
"24353",342,70
"24354",280,30
"24355",371,52
"24356",435,99
"24357",899,91
"24358",507,100
"24359",952,71
"24360",783,72
"24361",314,3
"24362",161,100
"24363",668,1
"24364",81,NA
"24365",124,100
"24366",319,53
"24367",179,NA
"24368",648,85
"24369",768,53
"24370",474,51
"24371",837,86
"24372",382,7
"24373",114,53
"24374",457,46
"24375",270,99
"24376",119,100
"24377",10,12
"24378",687,67
"24379",877,92
"24380",781,3
"24381",339,90
"24382",759,1
"24383",503,51
"24384",457,NA
"24385",313,95
"24386",631,74
"24387",300,100
"24388",869,NA
"24389",542,7
"24390",673,90
"24391",154,5
"24392",657,39
"24393",414,31
"24394",1,NA
"24395",915,72
"24396",296,86
"24397",955,50
"24398",76,69
"24399",265,50
"24400",548,97
"24401",272,84
"24402",831,100
"24403",823,51
"24404",369,51
"24405",937,53
"24406",837,50
"24407",144,100
"24408",740,50
"24409",402,91
"24410",163,73
"24411",917,48
"24412",873,100
"24413",454,1
"24414",701,NA
"24415",761,51
"24416",55,100
"24417",316,98
"24418",845,96
"24419",688,62
"24420",305,50
"24421",962,55
"24422",767,50
"24423",848,51
"24424",569,41
"24425",528,57
"24426",461,75
"24427",185,50
"24428",361,77
"24429",903,7
"24430",230,60
"24431",764,NA
"24432",886,15
"24433",310,NA
"24434",799,50
"24435",812,51
"24436",785,71
"24437",338,56
"24438",4,85
"24439",137,66
"24440",545,78
"24441",253,50
"24442",441,100
"24443",95,100
"24444",601,50
"24445",595,7
"24446",841,37
"24447",264,53
"24448",662,21
"24449",348,94
"24450",738,31
"24451",443,86
"24452",432,NA
"24453",193,82
"24454",915,98
"24455",940,99
"24456",667,11
"24457",553,1
"24458",657,78
"24459",470,6
"24460",949,62
"24461",909,99
"24462",578,61
"24463",112,60
"24464",90,7
"24465",979,84
"24466",358,50
"24467",580,91
"24468",471,10
