"province","district","village.id","age","educ.years","employed","income","violent.exp.ISAF","violent.exp.taliban","list.group","list.response"
"Kunar","Dangam",26,22,8,0,"2,001-10,000",0,0,"ISAF",2
"Kunar","Dangam",26,33,0,1,"2,001-10,000",0,0,"ISAF",2
"Kunar","Dangam",26,20,7,0,"2,001-10,000",0,0,"ISAF",2
"Kunar","Dangam",26,48,0,0,"less than 2,000",0,0,"ISAF",3
"Kunar","Dangam",26,18,10,0,"2,001-10,000",0,0,"ISAF",1
"Kunar","Dangam",26,20,12,1,"10,001-20,000",0,0,"taliban",3
"Kunar","Dangam",26,45,0,1,"2,001-10,000",0,0,"taliban",1
"Kunar","Dangam",26,20,0,0,"2,001-10,000",0,0,"taliban",2
"Kunar","Dangam",26,28,0,1,"2,001-10,000",0,0,"taliban",1
"Kunar","Dangam",26,44,7,1,"2,001-10,000",0,0,"taliban",2
"Kunar","Dangam",26,22,8,0,"less than 2,000",0,0,"taliban",3
"Kunar","Ghaziabad",78,40,12,1,"2,001-10,000",0,0,"control",0
"Kunar","Ghaziabad",78,45,0,0,"2,001-10,000",0,0,"control",2
"Kunar","Ghaziabad",78,60,3,0,"2,001-10,000",1,0,"control",3
"Kunar","Ghaziabad",78,37,3,0,"10,001-20,000",0,0,"ISAF",0
"Kunar","Ghaziabad",78,35,0,0,"2,001-10,000",0,1,"ISAF",3
"Kunar","Ghaziabad",78,38,12,1,"10,001-20,000",1,0,"ISAF",1
"Kunar","Ghaziabad",78,70,0,0,"2,001-10,000",0,0,"taliban",3
"Kunar","Ghaziabad",78,28,12,1,"2,001-10,000",1,0,"taliban",1
"Kunar","Ghaziabad",78,41,0,0,"2,001-10,000",1,0,"taliban",1
"Kunar","Ghaziabad",11,36,12,1,"10,001-20,000",0,0,"control",3
"Kunar","Ghaziabad",11,30,0,0,"2,001-10,000",1,1,"control",0
"Kunar","Ghaziabad",11,38,12,1,"2,001-10,000",1,1,"control",0
"Kunar","Ghaziabad",11,50,0,0,"2,001-10,000",1,1,"ISAF",0
"Kunar","Ghaziabad",11,28,0,0,"10,001-20,000",1,1,"ISAF",3
"Kunar","Ghaziabad",11,48,12,1,"2,001-10,000",1,1,"ISAF",2
"Kunar","Ghaziabad",11,42,0,0,"2,001-10,000",1,1,"taliban",3
"Kunar","Ghaziabad",11,50,12,0,"2,001-10,000",1,1,"taliban",2
"Kunar","Ghaziabad",11,33,12,1,"2,001-10,000",1,1,"taliban",2
"Kunar","Ghaziabad",25,15,3,1,"2,001-10,000",1,0,"control",2
"Kunar","Ghaziabad",25,28,3,1,"10,001-20,000",0,0,"control",3
"Kunar","Ghaziabad",25,28,0,1,"2,001-10,000",1,0,"control",2
"Kunar","Ghaziabad",25,17,5,0,"2,001-10,000",1,0,"ISAF",0
"Kunar","Ghaziabad",25,19,0,0,NA,1,0,"ISAF",0
"Kunar","Ghaziabad",25,34,12,1,"10,001-20,000",1,0,"ISAF",3
"Kunar","Ghaziabad",25,39,0,1,"2,001-10,000",0,0,"taliban",1
"Kunar","Ghaziabad",25,18,9,1,"10,001-20,000",0,0,"taliban",2
"Kunar","Ghaziabad",25,44,0,1,"10,001-20,000",1,0,"taliban",1
"Kunar","Ghaziabad",146,30,0,0,"2,001-10,000",1,1,"control",3
"Kunar","Ghaziabad",146,32,3,1,"2,001-10,000",0,0,"control",0
"Kunar","Ghaziabad",146,25,4,1,"10,001-20,000",1,1,"control",0
"Kunar","Ghaziabad",146,55,0,1,"2,001-10,000",1,1,"control",2
"Kunar","Ghaziabad",146,26,0,1,"2,001-10,000",0,0,"control",0
"Kunar","Ghaziabad",146,29,7,1,"2,001-10,000",1,1,"control",2
"Kunar","Ghaziabad",146,25,0,0,"2,001-10,000",1,1,"ISAF",2
"Kunar","Ghaziabad",146,30,8,1,"2,001-10,000",0,0,"ISAF",2
"Kunar","Ghaziabad",146,19,11,0,"10,001-20,000",1,0,"ISAF",1
"Kunar","Ghaziabad",146,22,6,0,"10,001-20,000",1,1,"ISAF",0
"Kunar","Ghaziabad",146,22,7,1,"10,001-20,000",1,1,"ISAF",2
"Kunar","Ghaziabad",146,27,0,1,"less than 2,000",1,1,"ISAF",1
"Kunar","Ghaziabad",146,68,0,0,"2,001-10,000",1,1,"taliban",1
"Kunar","Ghaziabad",146,31,6,1,"2,001-10,000",1,1,"taliban",1
"Kunar","Ghaziabad",146,27,4,0,"2,001-10,000",1,1,"taliban",1
"Kunar","Ghaziabad",146,78,0,0,"10,001-20,000",1,1,"taliban",2
"Kunar","Ghaziabad",146,33,12,1,"10,001-20,000",1,1,"taliban",2
"Kunar","Ghaziabad",146,39,7,1,"2,001-10,000",1,0,"taliban",1
"Kunar","Ghaziabad",71,42,14,1,"20,001-30,000",1,0,"control",1
"Kunar","Ghaziabad",71,27,12,1,"2,001-10,000",0,0,"control",2
"Kunar","Ghaziabad",71,18,12,0,"2,001-10,000",0,0,"control",1
"Kunar","Ghaziabad",71,22,8,1,"2,001-10,000",0,0,"control",1
"Kunar","Ghaziabad",71,65,0,0,"10,001-20,000",0,0,"control",1
"Kunar","Ghaziabad",71,28,4,1,"20,001-30,000",0,0,"control",2
"Kunar","Ghaziabad",71,18,10,0,"2,001-10,000",0,0,"ISAF",2
"Kunar","Ghaziabad",71,28,16,0,"10,001-20,000",0,0,"ISAF",1
"Kunar","Ghaziabad",71,30,4,1,"10,001-20,000",0,0,"ISAF",2
"Kunar","Ghaziabad",71,38,3,1,"2,001-10,000",1,0,"ISAF",2
"Kunar","Ghaziabad",71,25,12,1,"10,001-20,000",1,0,"ISAF",2
"Kunar","Ghaziabad",71,22,8,0,"2,001-10,000",1,0,"ISAF",2
"Kunar","Ghaziabad",71,40,14,1,"10,001-20,000",1,1,"taliban",2
"Kunar","Ghaziabad",71,25,6,1,"10,001-20,000",1,1,"taliban",3
"Kunar","Ghaziabad",71,20,4,1,"2,001-10,000",1,1,"taliban",3
"Kunar","Ghaziabad",71,50,0,1,"2,001-10,000",1,1,"taliban",1
"Kunar","Ghaziabad",71,18,9,0,"less than 2,000",1,1,"taliban",2
"Kunar","Ghaziabad",71,16,7,0,"10,001-20,000",1,1,"taliban",1
"Kunar","Wata Pur",52,27,0,1,"2,001-10,000",0,1,"control",3
"Kunar","Wata Pur",52,30,8,1,"10,001-20,000",1,0,"control",2
"Kunar","Wata Pur",52,25,12,0,"2,001-10,000",0,1,"control",0
"Kunar","Wata Pur",52,37,0,1,"2,001-10,000",1,1,"ISAF",3
"Kunar","Wata Pur",52,27,10,1,"2,001-10,000",0,1,"ISAF",2
"Kunar","Wata Pur",52,40,0,1,"2,001-10,000",1,0,"ISAF",3
"Kunar","Wata Pur",52,30,6,1,"2,001-10,000",0,1,"taliban",3
"Kunar","Wata Pur",52,37,0,1,"2,001-10,000",1,0,"taliban",1
"Kunar","Wata Pur",52,18,8,0,"2,001-10,000",0,1,"taliban",1
"Kunar","Wata Pur",67,31,10,1,"2,001-10,000",0,0,"control",2
"Kunar","Wata Pur",67,40,12,0,"2,001-10,000",0,0,"control",1
"Kunar","Wata Pur",67,26,2,0,"2,001-10,000",0,0,"control",1
"Kunar","Wata Pur",67,23,11,0,"2,001-10,000",1,0,"ISAF",2
"Kunar","Wata Pur",67,27,0,1,"2,001-10,000",0,0,"ISAF",2
"Kunar","Wata Pur",67,26,7,0,"2,001-10,000",0,0,"ISAF",1
"Kunar","Wata Pur",67,28,12,1,"2,001-10,000",0,0,"taliban",2
"Kunar","Wata Pur",67,31,3,0,"2,001-10,000",0,0,"taliban",1
"Kunar","Wata Pur",67,21,12,1,"2,001-10,000",0,1,"taliban",2
"Kunar","Wata Pur",115,28,12,0,"2,001-10,000",0,0,"control",1
"Kunar","Wata Pur",115,46,12,0,"less than 2,000",0,0,"control",2
"Kunar","Wata Pur",115,27,5,1,"2,001-10,000",1,0,"control",1
"Kunar","Wata Pur",115,24,10,1,"less than 2,000",0,0,"ISAF",1
"Kunar","Wata Pur",115,24,0,0,"2,001-10,000",0,0,"ISAF",1
"Kunar","Wata Pur",115,20,6,1,"2,001-10,000",0,0,"ISAF",2
"Kunar","Wata Pur",115,22,6,1,"less than 2,000",0,0,"taliban",2
"Kunar","Wata Pur",115,31,12,0,"less than 2,000",1,0,"taliban",1
"Kunar","Wata Pur",115,24,10,0,"less than 2,000",0,0,"taliban",2
"Kunar","Wata Pur",174,21,11,0,"2,001-10,000",1,1,"control",0
"Kunar","Wata Pur",174,28,0,1,"2,001-10,000",0,1,"control",0
"Kunar","Wata Pur",174,40,8,1,"2,001-10,000",0,1,"control",2
"Kunar","Wata Pur",174,43,8,1,"2,001-10,000",0,1,"ISAF",1
"Kunar","Wata Pur",174,50,0,1,"2,001-10,000",0,1,"ISAF",3
"Kunar","Wata Pur",174,27,6,1,"2,001-10,000",0,1,"ISAF",2
"Kunar","Wata Pur",174,30,0,1,"10,001-20,000",0,1,"taliban",2
"Kunar","Wata Pur",174,18,9,1,"2,001-10,000",0,1,"taliban",3
"Kunar","Wata Pur",174,23,0,1,"2,001-10,000",1,0,"taliban",3
"Kunar","Wata Pur",204,53,12,0,"10,001-20,000",1,0,"control",2
"Kunar","Wata Pur",204,46,12,0,"2,001-10,000",1,0,"control",3
"Kunar","Wata Pur",204,25,4,0,"2,001-10,000",0,0,"control",1
"Kunar","Wata Pur",204,45,12,0,"10,001-20,000",0,0,"ISAF",2
"Kunar","Wata Pur",204,60,6,1,"2,001-10,000",0,0,"ISAF",0
"Kunar","Wata Pur",204,18,9,0,"10,001-20,000",0,1,"ISAF",3
"Kunar","Wata Pur",204,21,10,0,"2,001-10,000",0,1,"taliban",1
"Kunar","Wata Pur",204,24,3,1,"2,001-10,000",0,0,"taliban",2
"Kunar","Wata Pur",204,32,0,1,"10,001-20,000",0,1,"taliban",3
"Kunar","Wata Pur",48,23,9,0,"2,001-10,000",1,0,"control",2
"Kunar","Wata Pur",48,30,10,0,"2,001-10,000",1,1,"control",0
"Kunar","Wata Pur",48,42,12,1,"10,001-20,000",0,0,"control",3
"Kunar","Wata Pur",48,23,8,0,"2,001-10,000",0,0,"ISAF",3
"Kunar","Wata Pur",48,60,0,1,"10,001-20,000",1,1,"ISAF",2
"Kunar","Wata Pur",48,22,12,1,"2,001-10,000",1,1,"ISAF",3
"Kunar","Wata Pur",48,20,12,0,"10,001-20,000",0,0,"taliban",2
"Kunar","Wata Pur",48,29,10,1,"2,001-10,000",0,0,"taliban",1
"Kunar","Wata Pur",48,43,12,0,"2,001-10,000",1,0,"taliban",2
"Kunar","Wata Pur",196,19,0,0,"2,001-10,000",0,0,"control",2
"Kunar","Wata Pur",196,53,11,0,"10,001-20,000",1,0,"control",1
"Kunar","Wata Pur",196,22,0,0,"2,001-10,000",0,0,"control",3
"Kunar","Wata Pur",196,21,5,1,"10,001-20,000",0,0,"control",3
"Kunar","Wata Pur",196,20,10,0,"20,001-30,000",0,0,"control",2
"Kunar","Wata Pur",196,25,0,0,"20,001-30,000",0,0,"control",3
"Kunar","Wata Pur",196,21,0,0,"2,001-10,000",0,1,"ISAF",2
"Kunar","Wata Pur",196,49,0,1,"10,001-20,000",1,1,"ISAF",1
"Kunar","Wata Pur",196,37,12,0,"2,001-10,000",0,0,"ISAF",1
"Kunar","Wata Pur",196,51,0,0,"2,001-10,000",1,0,"ISAF",0
"Kunar","Wata Pur",196,19,10,1,"10,001-20,000",0,0,"ISAF",0
"Kunar","Wata Pur",196,43,0,1,"10,001-20,000",0,0,"ISAF",0
"Kunar","Wata Pur",196,70,0,0,"20,001-30,000",0,0,"taliban",1
"Kunar","Wata Pur",196,31,0,1,"10,001-20,000",0,0,"taliban",1
"Kunar","Wata Pur",196,20,10,1,"over 30,000",0,0,"taliban",1
"Kunar","Wata Pur",196,18,10,0,"10,001-20,000",0,0,"taliban",1
"Kunar","Wata Pur",196,73,0,0,"10,001-20,000",0,1,"taliban",3
"Kunar","Wata Pur",196,48,0,1,"10,001-20,000",1,0,"taliban",1
"Kunar","Wata Pur",193,23,0,0,"2,001-10,000",0,0,"control",1
"Kunar","Wata Pur",193,32,0,0,"less than 2,000",0,0,"control",1
"Kunar","Wata Pur",193,19,8,0,"2,001-10,000",0,0,"control",0
"Kunar","Wata Pur",193,27,0,1,"2,001-10,000",0,0,"control",2
"Kunar","Wata Pur",193,38,0,0,"2,001-10,000",0,0,"control",3
"Kunar","Wata Pur",193,36,12,0,"2,001-10,000",0,0,"control",3
"Kunar","Wata Pur",193,27,0,1,"2,001-10,000",1,0,"ISAF",2
"Kunar","Wata Pur",193,43,12,0,"2,001-10,000",0,0,"ISAF",3
"Kunar","Wata Pur",193,28,3,1,"2,001-10,000",0,0,"ISAF",2
"Kunar","Wata Pur",193,24,0,1,"2,001-10,000",1,0,"ISAF",3
"Kunar","Wata Pur",193,20,0,0,"2,001-10,000",0,0,"ISAF",1
"Kunar","Wata Pur",193,27,12,1,"2,001-10,000",0,0,"ISAF",3
"Kunar","Wata Pur",193,25,12,0,"2,001-10,000",0,0,"taliban",1
"Kunar","Wata Pur",193,37,12,0,"2,001-10,000",0,0,"taliban",3
"Kunar","Wata Pur",193,29,5,1,"2,001-10,000",1,0,"taliban",1
"Kunar","Wata Pur",193,28,0,1,"2,001-10,000",1,0,"taliban",1
"Kunar","Wata Pur",193,26,0,1,"2,001-10,000",1,0,"taliban",1
"Kunar","Wata Pur",193,23,12,0,"2,001-10,000",1,0,"taliban",1
"Kunar","Wata Pur",160,52,12,0,"2,001-10,000",1,0,"control",2
"Kunar","Wata Pur",160,44,12,1,"2,001-10,000",1,0,"control",0
"Kunar","Wata Pur",160,22,11,0,"less than 2,000",0,0,"control",2
"Kunar","Wata Pur",160,25,0,1,"2,001-10,000",0,0,"control",3
"Kunar","Wata Pur",160,52,0,0,"2,001-10,000",1,0,"control",0
"Kunar","Wata Pur",160,60,0,0,"2,001-10,000",1,0,"control",2
"Kunar","Wata Pur",160,44,10,1,"2,001-10,000",0,0,"ISAF",2
"Kunar","Wata Pur",160,53,12,0,"2,001-10,000",0,0,"ISAF",0
"Kunar","Wata Pur",160,22,12,0,"2,001-10,000",1,0,"ISAF",1
"Kunar","Wata Pur",160,44,12,1,"2,001-10,000",0,0,"ISAF",2
"Kunar","Wata Pur",160,55,0,0,"2,001-10,000",0,0,"ISAF",1
"Kunar","Wata Pur",160,25,12,0,"less than 2,000",0,1,"ISAF",3
"Kunar","Wata Pur",160,28,0,0,"less than 2,000",0,0,"taliban",3
"Kunar","Wata Pur",160,42,0,1,"10,001-20,000",0,0,"taliban",2
"Kunar","Wata Pur",160,32,12,1,"2,001-10,000",0,0,"taliban",2
"Kunar","Wata Pur",160,18,11,0,"less than 2,000",0,0,"taliban",1
"Kunar","Wata Pur",160,50,0,1,"2,001-10,000",0,0,"taliban",2
"Kunar","Wata Pur",160,28,0,1,"2,001-10,000",0,0,"taliban",3
"Khost","Bak",7,21,9,0,"10,001-20,000",0,0,"control",0
"Khost","Bak",7,16,0,1,"20,001-30,000",0,0,"control",2
"Khost","Bak",7,20,0,1,"2,001-10,000",0,0,"control",1
"Khost","Bak",7,27,5,0,"10,001-20,000",0,0,"ISAF",2
"Khost","Bak",7,25,0,1,"10,001-20,000",0,0,"ISAF",0
"Khost","Bak",7,45,0,1,"over 30,000",0,0,"ISAF",2
"Khost","Bak",7,43,10,1,"10,001-20,000",0,0,"taliban",2
"Khost","Bak",7,35,0,1,"less than 2,000",0,0,"taliban",2
"Khost","Bak",7,18,0,1,"2,001-10,000",0,0,"taliban",2
"Khost","Bak",164,18,8,0,"2,001-10,000",0,0,"control",1
"Khost","Bak",164,30,5,1,"2,001-10,000",0,0,"control",0
"Khost","Bak",164,20,0,0,"less than 2,000",0,0,"control",0
"Khost","Bak",164,22,9,0,"2,001-10,000",0,0,"ISAF",2
"Khost","Bak",164,50,2,1,"10,001-20,000",0,1,"ISAF",2
"Khost","Bak",164,40,0,1,"10,001-20,000",1,0,"ISAF",1
"Khost","Bak",164,60,0,1,"2,001-10,000",1,1,"taliban",2
"Khost","Bak",164,20,0,1,"10,001-20,000",1,1,"taliban",1
"Khost","Bak",164,40,0,0,"less than 2,000",1,1,"taliban",1
"Khost","Bak",104,28,0,1,"10,001-20,000",0,1,"control",0
"Khost","Bak",104,58,0,0,"10,001-20,000",1,1,"control",3
"Khost","Bak",104,35,0,0,"2,001-10,000",1,1,"control",0
"Khost","Bak",104,53,7,0,"2,001-10,000",0,0,"control",3
"Khost","Bak",104,20,10,0,"2,001-10,000",0,0,"control",2
"Khost","Bak",104,33,11,0,"10,001-20,000",1,1,"control",1
"Khost","Bak",104,18,10,0,"20,001-30,000",0,1,"ISAF",0
"Khost","Bak",104,17,0,0,"2,001-10,000",1,1,"ISAF",2
"Khost","Bak",104,42,0,0,"10,001-20,000",1,1,"ISAF",0
"Khost","Bak",104,32,8,0,"20,001-30,000",1,1,"ISAF",0
"Khost","Bak",104,22,11,0,"2,001-10,000",1,1,"ISAF",3
"Khost","Bak",104,19,12,0,"20,001-30,000",1,1,"ISAF",3
"Khost","Bak",104,18,0,1,"10,001-20,000",1,1,"taliban",2
"Khost","Bak",104,47,0,1,"10,001-20,000",1,1,"taliban",3
"Khost","Bak",104,16,2,0,"20,001-30,000",1,1,"taliban",1
"Khost","Bak",104,21,4,0,"2,001-10,000",0,1,"taliban",3
"Khost","Bak",104,23,5,0,"less than 2,000",1,1,"taliban",1
"Khost","Bak",104,27,9,0,"10,001-20,000",1,1,"taliban",3
"Khost","Bak",132,26,8,1,"less than 2,000",0,0,"control",1
"Khost","Bak",132,43,0,1,"10,001-20,000",0,0,"control",2
"Khost","Bak",132,40,7,0,"2,001-10,000",1,0,"control",0
"Khost","Bak",132,33,11,1,"10,001-20,000",0,0,"control",2
"Khost","Bak",132,47,12,0,"2,001-10,000",1,1,"control",2
"Khost","Bak",132,43,11,0,"10,001-20,000",0,0,"control",3
"Khost","Bak",132,29,5,1,"2,001-10,000",0,1,"ISAF",1
"Khost","Bak",132,29,6,0,"2,001-10,000",0,1,"ISAF",3
"Khost","Bak",132,18,5,1,"10,001-20,000",0,0,"ISAF",1
"Khost","Bak",132,17,4,1,"2,001-10,000",1,0,"ISAF",2
"Khost","Bak",132,17,8,0,"2,001-10,000",0,0,"ISAF",2
"Khost","Bak",132,44,11,0,"10,001-20,000",1,0,"ISAF",0
"Khost","Bak",132,46,0,1,"less than 2,000",0,0,"taliban",2
"Khost","Bak",132,30,10,0,"less than 2,000",0,1,"taliban",1
"Khost","Bak",132,22,8,1,"2,001-10,000",0,0,"taliban",2
"Khost","Bak",132,24,9,1,"less than 2,000",1,1,"taliban",2
"Khost","Bak",132,20,5,0,"2,001-10,000",1,0,"taliban",2
"Khost","Bak",132,33,0,0,"less than 2,000",0,0,"taliban",1
"Khost","Khost",165,54,4,1,"10,001-20,000",0,0,"control",2
"Khost","Khost",165,24,7,1,"2,001-10,000",0,0,"control",3
"Khost","Khost",165,30,6,1,"10,001-20,000",0,0,"control",0
"Khost","Khost",165,38,9,1,"10,001-20,000",0,0,"ISAF",3
"Khost","Khost",165,50,14,1,"10,001-20,000",0,1,"ISAF",2
"Khost","Khost",165,34,10,1,"10,001-20,000",1,1,"ISAF",2
"Khost","Khost",165,28,6,0,"20,001-30,000",1,0,"taliban",3
"Khost","Khost",165,48,8,1,"10,001-20,000",0,0,"taliban",2
"Khost","Khost",165,28,5,0,"10,001-20,000",0,1,"taliban",3
"Khost","Khost",54,28,7,1,"20,001-30,000",0,1,"control",2
"Khost","Khost",54,29,12,0,"10,001-20,000",1,0,"control",3
"Khost","Khost",54,18,10,0,"10,001-20,000",1,0,"control",3
"Khost","Khost",54,29,5,1,"2,001-10,000",0,0,"ISAF",3
"Khost","Khost",54,38,10,1,"10,001-20,000",1,0,"ISAF",3
"Khost","Khost",54,55,5,1,"10,001-20,000",0,0,"ISAF",2
"Khost","Khost",54,42,12,1,"10,001-20,000",1,0,"taliban",3
"Khost","Khost",54,26,8,1,"20,001-30,000",1,0,"taliban",2
"Khost","Khost",54,40,9,1,"10,001-20,000",0,0,"taliban",3
"Khost","Khost",66,32,3,1,"10,001-20,000",0,0,"control",3
"Khost","Khost",66,21,8,1,"2,001-10,000",0,1,"control",3
"Khost","Khost",66,19,3,1,"20,001-30,000",0,1,"control",2
"Khost","Khost",66,43,7,1,"2,001-10,000",0,0,"ISAF",3
"Khost","Khost",66,33,0,1,"10,001-20,000",0,1,"ISAF",1
"Khost","Khost",66,29,12,1,"20,001-30,000",0,0,"ISAF",4
"Khost","Khost",66,17,8,0,"2,001-10,000",0,1,"taliban",3
"Khost","Khost",66,24,9,1,"2,001-10,000",1,1,"taliban",1
"Khost","Khost",66,18,0,0,"20,001-30,000",0,1,"taliban",3
"Khost","Khost",61,18,6,0,"10,001-20,000",0,0,"control",2
"Khost","Khost",61,33,7,1,"2,001-10,000",0,0,"control",2
"Khost","Khost",61,22,12,1,"10,001-20,000",0,0,"control",3
"Khost","Khost",61,25,0,1,"10,001-20,000",0,1,"ISAF",3
"Khost","Khost",61,19,0,1,"2,001-10,000",1,0,"ISAF",2
"Khost","Khost",61,32,10,1,"2,001-10,000",1,1,"ISAF",1
"Khost","Khost",61,35,0,1,"20,001-30,000",0,0,"taliban",1
"Khost","Khost",61,39,0,1,"20,001-30,000",0,0,"taliban",3
"Khost","Khost",61,41,9,0,"2,001-10,000",1,0,"taliban",1
"Khost","Khost",166,28,18,1,"10,001-20,000",0,0,"control",0
"Khost","Khost",166,24,4,1,"2,001-10,000",0,0,"control",3
"Khost","Khost",166,31,5,1,"10,001-20,000",0,1,"control",3
"Khost","Khost",166,26,12,1,"2,001-10,000",0,0,"ISAF",4
"Khost","Khost",166,30,6,1,"2,001-10,000",0,0,"ISAF",3
"Khost","Khost",166,20,3,1,"2,001-10,000",0,0,"ISAF",3
"Khost","Khost",166,39,3,1,"2,001-10,000",0,0,"taliban",2
"Khost","Khost",166,33,8,1,"10,001-20,000",0,0,"taliban",3
"Khost","Khost",166,26,8,1,"2,001-10,000",0,0,"taliban",3
"Khost","Khost",92,43,6,1,"2,001-10,000",0,0,"control",3
"Khost","Khost",92,19,11,0,"10,001-20,000",0,0,"control",3
"Khost","Khost",92,16,9,0,"2,001-10,000",0,0,"control",3
"Khost","Khost",92,49,4,1,"2,001-10,000",0,0,"ISAF",2
"Khost","Khost",92,26,3,1,"2,001-10,000",0,0,"ISAF",1
"Khost","Khost",92,36,12,1,"10,001-20,000",0,0,"ISAF",4
"Khost","Khost",92,49,7,1,"10,001-20,000",0,1,"taliban",3
"Khost","Khost",92,38,0,1,"2,001-10,000",0,0,"taliban",2
"Khost","Khost",92,26,3,1,"2,001-10,000",0,0,"taliban",3
"Khost","Khost",88,60,0,1,"2,001-10,000",0,0,"control",0
"Khost","Khost",88,37,5,1,"2,001-10,000",0,0,"control",3
"Khost","Khost",88,58,9,1,"10,001-20,000",0,0,"control",3
"Khost","Khost",88,49,12,1,"10,001-20,000",0,0,"ISAF",4
"Khost","Khost",88,46,12,1,"10,001-20,000",0,0,"ISAF",3
"Khost","Khost",88,51,0,1,"2,001-10,000",0,0,"ISAF",1
"Khost","Khost",88,25,12,0,"2,001-10,000",0,0,"taliban",3
"Khost","Khost",88,22,11,1,"2,001-10,000",0,0,"taliban",3
"Khost","Khost",88,43,5,1,"10,001-20,000",0,0,"taliban",3
"Khost","Khost",112,30,11,1,"2,001-10,000",0,0,"control",2
"Khost","Khost",112,31,16,1,"2,001-10,000",1,0,"control",2
"Khost","Khost",112,39,8,1,"10,001-20,000",0,0,"control",2
"Khost","Khost",112,23,8,1,"10,001-20,000",0,0,"control",3
"Khost","Khost",112,41,0,0,"10,001-20,000",0,0,"control",1
"Khost","Khost",112,36,8,1,"2,001-10,000",0,0,"control",2
"Khost","Khost",112,28,9,0,"less than 2,000",1,1,"ISAF",2
"Khost","Khost",112,44,12,1,"2,001-10,000",0,0,"ISAF",2
"Khost","Khost",112,35,0,1,"2,001-10,000",0,1,"ISAF",3
"Khost","Khost",112,47,0,1,"10,001-20,000",0,1,"ISAF",2
"Khost","Khost",112,51,18,1,"10,001-20,000",0,0,"ISAF",2
"Khost","Khost",112,19,12,0,"2,001-10,000",0,0,"ISAF",3
"Khost","Khost",112,16,10,0,"less than 2,000",0,0,"taliban",2
"Khost","Khost",112,53,11,1,NA,1,0,"taliban",2
"Khost","Khost",112,60,9,0,"20,001-30,000",0,0,"taliban",3
"Khost","Khost",112,28,12,1,"10,001-20,000",1,0,"taliban",1
"Khost","Khost",112,47,10,1,"10,001-20,000",0,1,"taliban",2
"Khost","Khost",112,22,7,1,"over 30,000",0,0,"taliban",2
"Khost","Khost",156,27,12,1,"10,001-20,000",0,0,"control",2
"Khost","Khost",156,22,12,1,"20,001-30,000",0,0,"control",1
"Khost","Khost",156,35,10,1,"20,001-30,000",0,0,"control",3
"Khost","Khost",156,56,8,0,"2,001-10,000",0,0,"control",1
"Khost","Khost",156,18,9,0,"2,001-10,000",0,0,"control",2
"Khost","Khost",156,22,6,0,"2,001-10,000",0,0,"control",0
"Khost","Khost",156,19,11,1,"2,001-10,000",0,0,"ISAF",2
"Khost","Khost",156,28,0,1,"10,001-20,000",0,1,"ISAF",4
"Khost","Khost",156,19,8,0,"20,001-30,000",0,0,"ISAF",1
"Khost","Khost",156,39,12,0,"2,001-10,000",0,0,"ISAF",4
"Khost","Khost",156,33,7,1,"10,001-20,000",0,0,"ISAF",2
"Khost","Khost",156,20,12,0,"2,001-10,000",0,0,"ISAF",4
"Khost","Khost",156,49,7,1,"10,001-20,000",0,0,"taliban",1
"Khost","Khost",156,35,10,1,"10,001-20,000",0,0,"taliban",2
"Khost","Khost",156,29,12,1,"2,001-10,000",0,0,"taliban",1
"Khost","Khost",156,18,10,0,"10,001-20,000",0,0,"taliban",3
"Khost","Khost",156,55,8,0,"2,001-10,000",0,0,"taliban",2
"Khost","Khost",156,24,12,1,"10,001-20,000",0,0,"taliban",3
"Khost","Khost",93,21,11,0,"less than 2,000",0,0,"control",3
"Khost","Khost",93,22,10,0,"10,001-20,000",0,0,"control",1
"Khost","Khost",93,42,6,1,"10,001-20,000",0,0,"control",2
"Khost","Khost",93,22,8,0,"2,001-10,000",1,0,"control",1
"Khost","Khost",93,17,9,0,"2,001-10,000",0,1,"control",1
"Khost","Khost",93,52,4,1,"20,001-30,000",0,0,"control",1
"Khost","Khost",93,48,8,1,"10,001-20,000",0,0,"ISAF",1
"Khost","Khost",93,17,5,0,"10,001-20,000",0,0,"ISAF",2
"Khost","Khost",93,54,6,0,"10,001-20,000",0,0,"ISAF",2
"Khost","Khost",93,46,7,1,"10,001-20,000",0,0,"ISAF",2
"Khost","Khost",93,26,4,0,"2,001-10,000",1,1,"ISAF",1
"Khost","Khost",93,56,5,0,"20,001-30,000",1,0,"ISAF",1
"Khost","Khost",93,43,6,1,"10,001-20,000",0,0,"taliban",2
"Khost","Khost",93,18,7,0,"10,001-20,000",0,0,"taliban",1
"Khost","Khost",93,36,8,1,"10,001-20,000",0,0,"taliban",1
"Khost","Khost",93,50,10,1,"10,001-20,000",1,0,"taliban",1
"Khost","Khost",93,20,4,0,"10,001-20,000",0,0,"taliban",1
"Khost","Khost",93,26,8,1,"10,001-20,000",0,1,"taliban",2
"Khost","Khost",1,25,11,1,"10,001-20,000",0,0,"control",3
"Khost","Khost",1,25,6,1,"10,001-20,000",1,1,"control",3
"Khost","Khost",1,28,6,0,"2,001-10,000",0,0,"control",1
"Khost","Khost",1,39,0,1,"10,001-20,000",0,1,"control",2
"Khost","Khost",1,25,11,1,"2,001-10,000",0,1,"control",1
"Khost","Khost",1,30,10,1,"10,001-20,000",1,1,"control",3
"Khost","Khost",1,38,0,1,"10,001-20,000",0,1,"ISAF",2
