"admin","biryr","birpop","han","sex","teasown","orch","cashcrop","post"
510230,1980,68,1,0.632352948,0,0,0,1
450102,1980,1,1,0,0,0,0,1
320581,1980,70,1,0.585714281,0,0,1.279999971,1
612427,1980,42,1,0.428571433,0.219999999,0.029999999,1.789999962,1
321027,1980,62,1,0.54838711,0,0.01,0.700000048,1
513336,1980,10,0,0.400000006,0,0.239999995,0.519999981,1
330922,1980,4,1,0.75,0,0.059999999,0.199999988,1
320504,1980,NA,1,1,0,0,0,1
410881,1980,20,1,0.649999976,0,0,0,1
320322,1980,NA,1,0.55479455,0,0.090000004,0.560000002,1
321027,1980,NA,1,0.54838711,0,0.01,0.700000048,1
440802,1980,8,1,0.75,0,0,1.420000076,1
352624,1980,12,1,0.583333313,0,0,0.789999962,1
330328,1980,63,0.96825397,0.634920657,0.02,0.090000004,0.439999998,1
532721,1980,59,0.593220353,0.338983059,0,0,0,1
412328,1980,174,1,0.545976996,0,0.039999999,0.430000007,1
321082,1980,152,1,0.480263144,0,0,0,1
532422,1980,79,1,0.455696195,0,0.029999999,1.610000014,1
360221,1980,153,1,0.509803951,0,0,0,1
320105,1980,2,1,1,0,0,3.669999838,1
440232,1980,25,1,0.600000024,0.02,0.029999999,0.639999986,1
332524,1980,23,0.913043499,0.391304344,0,0,0,1
362422,1980,68,1,0.573529422,0,0.119999997,0.860000014,1
320124,1980,38,1,0.684210539,0.01,0.01,0.909999967,1
532729,1980,94,0.05319149,0.46808511,0.50999999,0.039999999,3.019999981,1
522224,1980,84,0.678571403,0.488095224,0,0,1.350000024,1
440221,1980,73,1,0.534246564,0.090000004,0.219999999,2.559999943,1
452133,1980,27,0,0.518518507,0,0.289999992,4.799999714,1
522729,1980,52,0.557692289,0.634615362,0,0,1.25999999,1
320281,1980,92,1,0.510869563,0,0.01,0.689999998,1
422101,1980,127,1,0.535433054,0,0,0,1
442098,1980,118,1,0.516949177,0,0.270000011,2.49000001,1
450421,1980,123,1,0.48780489,0,0.119999997,0.689999938,1
430821,1980,71,0.704225361,0.436619729,0.029999999,0.209999993,0.850000024,1
320281,1980,92,1,0.510869563,0,0.01,0.689999998,1
352121,1980,12,1,0.416666657,0,0,0,1
330624,1980,42,1,0.523809552,0.519999981,0.059999999,1.799999952,1
372832,1980,171,1,0.467836261,0,0,0,1
532821,1980,36,0.027777778,0.388888896,0,0,0,1
410223,1980,155,1,0.477419347,0,0.050000001,0.200000003,1
522524,1980,52,0.961538434,0.423076928,0,0,0,1
512533,1980,56,1,0.589285731,0.039999999,0.059999999,0.810000062,1
522726,1980,84,0,0.392857134,0,0,0.730000019,1
610302,1980,25,1,0.439999998,0,0.790000021,2.299999952,1
340621,1980,224,1,0.540178597,0,0.02,0.129999995,1
513522,1980,79,0.493670881,0.58227849,0,0,0,1
412722,1980,170,1,0.564705908,0,0.289999992,0.939999938,1
432901,1980,114,1,0.526315808,0,0,0,1
430802,1980,21,0.333333343,0.428571433,0,0.109999999,0.75,1
350221,1980,80,1,0.462500006,0,0,0.949999988,1
522230,1980,9,0,0.555555582,0,0,0.430000007,1
321026,1980,115,1,0.573913038,0,0,0,1
320212,1980,NA,1,0.400000006,0,0.119999997,1.140000105,1
452428,1980,34,0.70588237,0.617647052,0,0.150000006,1.539999962,1
522123,1980,75,1,0.573333323,0,0,1.24000001,1
411223,1980,100,1,0.600000024,0,0,0,1
370126,1980,113,1,0.495575219,0,0.090000004,0.830000043,1
513433,1980,60,0.966666639,0.449999988,0,0.050000001,0.879999995,1
320525,1980,93,1,0.483870953,0,0,0,1
372923,1980,87,1,0.574712634,0,0.150000006,1.129999995,1
372801,1980,96,1,0.552083313,0,0,0,1
513123,1980,2,1,0.5,0.01,0,0.289999992,1
522222,1980,29,0.137931034,0.37931034,0,0,0.730000019,1
533321,1980,37,0,0.513513505,0.039999999,0.300000012,1.169999957,1
412826,1980,214,0.995327115,0.528037369,0,0.02,0.349999994,1
522421,1980,174,1,0.5,0,0,0,1
330211,1980,23,1,0.478260875,0.01,0.400000006,2.049999952,1
332624,1980,51,1,0.529411793,0,0,0,1
513228,1980,3,0,0.666666687,0,0.050000001,0.590000033,1
612102,1980,12,1,0.416666657,0,0.600000024,1.370000124,1
440821,1980,57,1,0.491228074,0,0,0,1
612422,1980,26,1,0.5,0.02,0.01,0.430000007,1
510311,1980,35,1,0.485714287,0,0.01,0.360000014,1
412925,1980,265,0.98113209,0.547169805,0,0,0,1
362429,1980,81,1,0.518518507,0,0.059999999,0.870000005,1
362531,1980,64,1,0.46875,0,0.079999998,2.920000076,1
320112,1980,22,1,0.545454562,0,0,0.99000001,1
452722,1980,114,0.149122804,0.517543852,0,0,0,1
341004,1980,21,1,0.285714298,1.610000014,0.01,3.720000029,1
511102,1980,24,1,0.625,0.02,0.02,0.469999999,1
332501,1980,38,0.947368443,0.526315808,0.029999999,1.120000005,2.929999828,1
370781,1980,95,1,0.484210521,0,0.439999998,2.399999857,1
440822,1980,242,0.995867789,0.491735548,0,0,0,1
320423,1980,NA,1,0.554054081,0,0,0,1
370212,1980,101,1,0.495049506,0.01,1.269999981,3.899999857,1
410480,1980,166,0.993975878,0.52409637,0,0,0,1
510180,1980,34,1,0.70588237,0,0,0,1
532325,1980,9,0,0.222222224,0,0.100000001,1.639999986,1
321023,1980,166,1,0.493975908,0,0.01,1.139999986,1
510304,1980,11,1,0.636363626,0,0.01,0.74000001,1
362132,1980,83,1,0.506024122,0,2.269999981,7.529999733,1
510321,1980,82,1,0.426829278,0.01,0.059999999,0.620000005,1
522627,1980,23,0,0.478260875,0,0,0.629999936,1
532125,1980,95,0.957894742,0.578947365,0,0.01,0.829999983,1
320821,1980,116,1,0.543103456,0,0.02,0.899999976,1
420401,1980,9,1,0.666666687,0,0,0,1
362126,1980,42,1,0.40476191,0.150000006,0.389999986,1.629999995,1
321121,1980,51,1,0.529411793,0.029999999,0.01,0.569999993,1
370921,1980,114,1,0.482456148,0,0.159999996,0.669999957,1
522527,1980,84,0.690476179,0.535714269,0,0,0.430000007,1
513031,1980,108,1,0.472222209,0,0,0,1
330321,1980,87,0.988505721,0.448275864,0,0,0,1
440229,1980,37,1,0.486486495,0,0.129999995,2.890000105,1
441998,1980,266,1,0.496240616,0,0.889999986,2.659999847,1
610122,1980,93,1,0.559139788,0,0.360000014,0.790000021,1
412924,1980,210,0.990476191,0.476190478,0,0,0,1
433122,1980,27,0.555555582,0.555555582,0,1.190000057,3.220000267,1
412928,1980,107,1,0.588785052,0,0,0,1
422826,1980,41,0.390243888,0.48780489,0.140000001,0.02,1.480000019,1
440203,1980,2,1,1,0,0.219999999,3.339999914,1
513338,1980,5,0,0.600000024,0,0.02,0.11999999,1
350522,1980,164,0.98780489,0.554878056,0,0,0,1
522723,1980,43,0.534883738,0.348837197,0,0,1.940000057,1
513222,1980,11,0.090909094,0.818181813,0,0.680000007,2.180000067,1
330411,1980,45,1,0.600000024,0,0.029999999,2.00999999,1
410329,1980,107,1,0.523364484,0,0.07,0.519999981,1
510224,1980,63,1,0.571428597,0,0,0,1
352601,1980,23,1,0.478260875,0,0,0.730000019,1
410728,1980,195,1,0.512820542,0,0.01,0.079999998,1
350302,1980,8,1,0.375,0,0,1.029999971,1
522424,1980,99,0.797979772,0.50505048,0,0,1.430000067,1
350502,1980,50,1,0.560000002,0,0,0.25999999,1
422702,1980,66,1,0.484848499,0,0,0,1
510122,1980,98,1,0.448979586,0,0.119999997,1.00999999,1
350124,1980,27,1,0.703703701,0,0,0.5,1
342530,1980,8,1,1,0.170000002,0,1.019999981,1
440923,1980,213,1,0.582159638,0,0.959999979,2.710000038,1
430421,1980,165,1,0.472727269,0,0.01,0.350000024,1
320811,1980,NA,1,0.541666687,0,0,1.060000062,1
320580,1980,121,1,0.454545468,0,0,0,1
440126,1980,80,1,0.625,0,0,0,1
452329,1980,45,0.800000012,0.466666669,0,0.090000004,0.770000041,1
320611,1980,NA,1,0.538461566,0,0,0.569999993,1
350580,1980,58,1,0.568965495,0,0,0,1
510125,1980,40,1,0.649999976,0,0.02,0.679999948,1
330422,1980,20,1,0.550000012,0,0,0,1
362324,1980,37,1,0.432432443,0.01,0,0.620000005,1
410222,1980,109,1,0.559633017,0,0.07,0.690000057,1
370611,1980,24,1,0.458333343,0,1.049999952,2.179999828,1
320123,1980,NA,1,0.523255825,0,0.01,0.700000048,1
320722,1980,NA,1,0.552036226,0,0.140000001,0.529999971,1
513422,1980,19,0.052631579,0.578947365,0,0.170000002,0.950000048,1
522125,1980,63,0.412698418,0.428571433,0,0,2.50999999,1
450521,1980,160,0.993749976,0.537500024,0,0.029999999,1.169999957,1
422203,1980,50,1,0.600000024,0,0,0,1
372827,1980,228,1,0.491228074,0,0,0,1
360521,1980,3,1,0.666666687,0,0.02,0.920000017,1
610427,1980,22,1,0.590909064,0,1.580000043,3.809999943,1
410711,1980,21,1,0.428571433,0,0,1.24000001,1
511124,1980,68,1,0.470588237,0.01,0.170000002,0.819999933,1
412926,1980,134,0.977611959,0.559701502,0,0,0,1
522131,1980,31,1,0.45161289,0,0,0,1
450221,1980,98,0.020408163,0.53061223,0,0.059999999,2.099999905,1
430123,1980,232,1,0.530172408,0,0,0,1
410922,1980,137,1,0.474452555,0,0.059999999,0.300000012,1
320723,1980,114,1,0.517543852,0,0.029999999,0.560000002,1
520221,1980,97,0.515463889,0.546391726,0,0,0.949999988,1
360425,1980,26,1,0.5,0,0.079999998,0.75,1
522633,1980,59,0.06779661,0.677966118,0,0,0.420000017,1
362524,1980,42,1,0.547619045,0,2.819999933,9.170000076,1
330727,1980,26,1,0.538461566,0.230000004,0.01,0.639999986,1
432823,1980,97,1,0.474226803,0,0,0,1
440824,1980,214,1,0.560747683,0,0,0,1
430423,1980,60,1,0.449999988,0,0.029999999,0.419999987,1
342531,1980,47,1,0.638297856,0.25,0,1.230000019,1
452332,1980,14,0,0.428571433,0.050000001,1.24000001,2.949999809,1
441402,1980,25,1,0.639999986,0,0.879999995,2.78000021,1
320831,1980,18,1,0.444444448,0,0.01,1.569999933,1
441823,1980,108,1,0.490740746,0,0.059999999,0.579999983,1
513436,1980,35,0,0.485714287,0,0.029999999,0.310000002,1
441826,1980,46,0,0.586956501,0.039999999,0.079999998,0.75,1
342324,1980,73,1,0.657534242,0,0,0,1
320602,1980,NA,1,0.5,0,0.029999999,0.800000012,1
422301,1980,52,1,0.461538464,0,0.01,1.019999981,1
513224,1980,5,0,0.400000006,0.100000001,0.050000001,0.590000033,1
320581,1980,70,1,0.585714281,0,0,1.279999971,1
441802,1980,37,1,0.432432443,0,0.02,0.50999999,1
330824,1980,54,1,0.462962955,0.479999989,0.25999999,2.049999952,1
410880,1980,145,1,0.496551722,0,0,0,1
413027,1980,97,1,0.484536082,0.230000004,0.01,1.180000067,1
430528,1980,110,1,0.481818169,0,0.140000001,0.529999971,1
350125,1980,38,0.973684192,0.552631557,0,0,0.519999981,1
441624,1980,126,1,0.428571433,0.02,0.01,0.300000012,1
612728,1980,37,1,0.540540516,0,0.330000013,0.889999986,1
320114,1980,NA,1,0.625,0,0.039999999,2.179999828,1
422421,1980,162,1,0.543209851,0,0,0,1
362522,1980,51,1,0.431372553,0,1.129999995,4.559999943,1
522523,1980,37,1,0.540540516,0,0,0,1
360312,1980,77,1,0.428571433,0,0.01,0.48999998,1
372402,1980,153,1,0.509803951,0,0,0,1
362502,1980,187,1,0.475935817,0,0.270000011,1.879999995,1
440526,1980,111,1,0.495495498,0,0,0,1
441322,1980,139,1,0.496402889,0.01,0.800000012,3.070000172,1
320623,1980,96,1,0.552083313,0,0.02,0.810000002,1
362329,1980,88,1,0.590909064,0,0,0.659999967,1
532526,1980,42,0.047619049,0.59523809,0,0.029999999,2.339999914,1
522722,1980,34,0,0.5,0,0,0.550000012,1
330521,1980,32,1,0.34375,0.02,0.01,2.579999924,1
612630,1980,15,1,0.600000024,0,1.860000014,5.829999924,1
320623,1980,NA,1,0.552083313,0,0.02,0.810000002,1
330302,1980,4,1,0.5,0,0.050000001,0.780000031,1
432922,1980,105,0.990476191,0.580952406,0,0,0,1
330921,1980,6,1,0.5,0.01,0.109999999,0.379999995,1
512229,1980,23,1,0.565217376,0,0,0,1
412932,1980,32,1,0.53125,0,0,0,1
530127,1980,43,0.279069781,0.488372087,0,0.090000004,1.889999986,1
342103,1980,116,1,0.594827592,0,0,0,1
430603,1980,19,1,0.368421048,0.170000002,0.02,2.269999981,1
612133,1980,74,1,0.445945948,0,0.680000007,1.590000033,1
412729,1980,187,1,0.561497331,0,0,0,1
330326,1980,132,1,0.553030312,0.01,0.059999999,0.460000008,1
433024,1980,166,0.82530123,0.518072307,0.02,0.219999999,0.870000005,1
342921,1980,79,1,0.493670881,0.460000008,0.01,1.450000048,1
372432,1980,53,1,0.509433985,0,0,0,1
330303,1980,58,1,0.5,0.01,0.280000001,0.720000029,1
340721,1980,142,1,0.464788735,0.01,0.01,0.540000021,1
512528,1980,40,1,0.550000012,0.01,0.02,0.409999996,1
320411,1980,14,1,0.571428597,0,0,0.939999998,1
410125,1980,62,1,0.467741936,0,0,0,1
452724,1980,117,0,0.47863248,0.01,0.07,0.970000029,1
370105,1980,2,1,0,0,0.01,0.109999999,1
320880,1980,NA,1,0.455882341,0,0,0,1
440722,1980,81,1,0.530864179,0,0,0,1
362430,1980,83,1,0.578313231,0.01,0.02,0.659999967,1
511025,1980,119,1,0.50420171,0,0.050000001,0.230000004,1
510131,1980,19,1,0.789473712,0.02,0.699999988,1.889999986,1
411121,1980,83,1,0.578313231,0,0.029999999,0.449999988,1
452324,1980,48,1,0.5,0,0.50999999,1.25999999,1
512921,1980,142,0.992957771,0.577464759,0,0,0,1
532225,1980,170,0.905882359,0.558823526,0,0.029999999,1.120000005,1
440723,1980,75,1,0.49333334,0,0,0,1
330721,1980,105,1,0.495238096,0.059999999,0.699999988,1.929999948,1
320811,1980,24,1,0.541666687,0,0,1.060000062,1
513022,1980,149,1,0.550335586,0.02,0.01,0.689999938,1
320602,1980,2,1,0.5,0,0.029999999,0.800000012,1
513428,1980,7,0,0.571428597,0,0.029999999,1.120000005,1
330702,1980,3,1,0,0.01,0.449999988,1.980000019,1
511027,1980,132,1,0.545454562,0,0,0,1
522325,1980,67,0.462686568,0.567164183,0,0,0.960000038,1
441621,1980,111,1,0.423423409,0.01,0.349999994,1.169999957,1
532128,1980,224,0.959821403,0.491071433,0,0.01,1.24000001,1
441227,1980,125,1,0.472000003,0,0,0,1
530128,1980,21,0.523809552,0.523809552,0,0.059999999,1.129999995,1
420802,1980,1,1,1,0,0.150000006,1.190000057,1
412723,1980,153,1,0.549019635,0,0.029999999,0.639999986,1
350403,1980,60,0.983333349,0.633333325,0,0,0.829999983,1
370211,1980,16,1,0.5625,0,0.129999995,0.789999962,1
320922,1980,NA,1,0.474025965,0,0.029999999,0.519999981,1
433026,1980,34,0,0.676470578,0,0.059999999,0.790000021,1
533221,1980,10,0,0.800000012,0,0.140000001,0.970000029,1
512922,1980,95,1,0.589473665,0,0,0,1
320504,1980,1,1,1,0,0,0,1
362424,1980,52,1,0.519230783,0,0.529999971,1.939999938,1
320211,1980,9,1,0.666666687,0,0.079999998,0.459999979,1
430426,1980,98,1,0.5,0,0.090000004,0.730000019,1
371082,1980,73,1,0.561643839,0,0.360000014,1.090000033,1
433101,1980,22,0.090909094,0.5,0.039999999,1.230000019,3.710000038,1
372831,1980,140,1,0.521428585,0,0,0,1
440102,1980,1,1,1,0,0,0,1
422404,1980,206,1,0.495145619,0,0,0,1
321025,1980,117,1,0.504273534,0,0,0,1
512901,1980,24,1,0.583333313,0,0,0,1
320121,1980,109,1,0.559633017,0,0.01,1,1
320825,1980,NA,1,0.515625,0,0,0,1
412724,1980,230,1,0.543478251,0,0.230000004,0.590000033,1
610404,1980,5,1,0.600000024,0,0.560000002,1.170000076,1
321121,1980,51,1,0.529411793,0.029999999,0.01,0.569999993,1
511132,1980,6,1,0.5,0,0,0.419999987,1
350523,1980,260,1,0.530769229,0,0,0,1
441221,1980,61,1,0.475409836,0,0,0,1
321028,1980,117,1,0.572649598,0,0,0,1
610221,1980,12,1,0.75,0,1.039999962,2.489999771,1
410511,1980,80,1,0.487500012,0,0.600000024,1.890000105,1
441522,1980,200,1,0.504999995,0,0,0,1
410322,1980,45,1,0.533333361,0,0.109999999,0.439999998,1
362228,1980,9,1,0.777777791,0,0.07,0.939999998,1
320582,1980,34,1,0.617647052,0,0,0.480000019,1
413021,1980,119,1,0.59663868,0,0,0.350000024,1
360621,1980,93,0.989247322,0.526881695,0,0.170000002,1.220000029,1
330903,1980,35,1,0.342857152,0.01,0.100000001,0.970000029,1
450121,1980,153,0.196078435,0.522875845,0.01,0.579999983,4.180000305,1
360602,1980,36,1,0.555555582,0,0.01,2.079999924,1
410425,1980,62,1,0.435483873,0,0.01,1.110000014,1
320823,1980,160,1,0.53125,0,0,0,1
441222,1980,61,0.983606577,0.524590135,0,0,0,1
362401,1980,49,1,0.510204077,0,0.109999999,2.289999962,1
320706,1980,NA,1,0.473684222,0,0.289999992,1.309999943,1
330424,1980,22,1,0.545454562,0.01,0.07,2.120000124,1
342102,1980,289,1,0.48788926,0,0,0,1
411022,1980,73,1,0.589041114,0,0,0,1
430211,1980,2,1,1,0.01,0.039999999,1.220000029,1
320925,1980,98,1,0.551020384,0,0.029999999,0.769999981,1
320123,1980,86,1,0.523255825,0,0.01,0.700000048,1
452201,1980,64,0.21875,0.53125,0,0.029999999,0.850000024,1
452526,1980,94,0.978723407,0.56382978,0,0,0,1
370602,1980,1,1,0,0,0.600000024,1.889999986,1
352229,1980,61,1,0.475409836,0,0,0.439999998,1
371081,1980,156,1,0.570512831,0,0.449999988,1.519999981,1
440724,1980,151,1,0.50993377,0,0,0,1
430702,1980,5,1,0.600000024,0,0.330000013,1.639999986,1
452730,1980,219,0.02739726,0.474885851,0,0.02,0.610000014,1
513223,1980,19,0,0.368421048,0,1.039999962,2.690000057,1
422223,1980,99,1,0.565656543,0,0,0,1
610426,1980,27,1,0.518518507,0,1.460000038,4.319999695,1
530124,1980,26,0.961538434,0.615384638,0,0.280000001,1.309999943,1
512224,1980,48,1,0.416666657,0,0,0,1
413025,1980,55,1,0.527272701,0.039999999,0.02,0.569999993,1
510421,1980,26,0.653846145,0.461538464,0,0.159999996,2.409999847,1
430622,1980,75,1,0.453333348,0,0,0,1
350524,1980,170,1,0.494117647,0,0,0.389999986,1
422425,1980,209,1,0.492822975,0,0,0,1
510411,1980,22,1,0.409090906,0,0.230000004,1.789999962,1
440922,1980,211,1,0.459715635,0,0,0,1
360424,1980,68,1,0.602941155,0.109999999,0.150000006,1.75,1
320625,1980,146,1,0.44520548,0,0,0,1
370522,1980,32,1,0.6875,0,0.449999988,1.169999957,1
320924,1980,136,1,0.529411793,0,0.029999999,1.220000029,1
522201,1980,31,0,0.612903237,0,0,0.519999981,1
362322,1980,61,1,0.606557369,0,0,0.639999986,1
610103,1980,3,1,0.333333343,0,0,0,1
410823,1980,93,1,0.569892466,0,0.079999998,0.469999969,1
422226,1980,73,1,0.575342476,0,0,0,1
362226,1980,41,1,0.51219511,0,0.02,1.330000043,1
441722,1980,138,0.9710145,0.48550725,0,0,0,1
320322,1980,146,1,0.55479455,0,0.090000004,0.560000002,1
510228,1980,57,1,0.61403507,0,0,0,1
433021,1980,47,0.553191483,0.404255331,0,0.730000019,1.909999967,1
320511,1980,10,1,0.600000024,0,0.01,1.129999995,1
513425,1980,38,0.710526288,0.447368413,0,0.119999997,2.230000019,1
410205,1980,1,1,1,0,0,0,1
410602,1980,1,1,1,0,0,0,1
320211,1980,9,1,0.666666687,0,0.079999998,0.459999979,1
340403,1980,14,1,0.571428597,0,0.02,0.850000024,1
610124,1980,70,1,0.600000024,0,0.819999993,1.690000057,1
360302,1980,2,1,1,0,0.02,0.629999995,1
532231,1980,116,0.741379321,0.456896544,0,0.01,1.149999976,1
532122,1980,171,0.953216374,0.4619883,0,0.01,0.970000029,1
532126,1980,72,0.958333313,0.513888896,0,0.01,0.539999962,1
360622,1980,58,1,0.534482777,0,0.050000001,0.73999995,1
332627,1980,109,1,0.339449555,0,0,0,1
350127,1980,170,1,0.570588231,0,0,0,1
522724,1980,50,0.959999979,0.460000008,0,0,1.960000038,1
612126,1980,3,1,0.666666687,0,0.939999998,1.940000057,1
342201,1980,46,1,0.608695626,0,0.02,0.549999952,1
610113,1980,54,1,0.5,0,0.25999999,1.269999981,1
320925,1980,NA,1,0.551020384,0,0.029999999,0.769999981,1
522428,1980,84,0.797619045,0.583333313,0,0,0.779999971,1
332529,1980,32,0.96875,0.5625,0.059999999,0.519999981,1.75999999,1
612631,1980,18,1,0.388888896,0,1.620000005,4.199999809,1
370922,1980,41,1,0.51219511,0,0,0,1
510226,1980,101,1,0.415841579,0,0,0,1
332623,1980,107,1,0.439252347,0,0,0,1
321081,1980,NA,1,0.552631557,0.02,0.01,0.550000012,1
321022,1980,65,1,0.430769235,0,0,0,1
342223,1980,205,1,0.585365832,0,0,0,1
352626,1980,49,1,0.510204077,0,0,0,1
450122,1980,111,0.045045044,0.477477491,0,0.889999986,3.449999809,1
441229,1980,48,1,0.625,0,0,0,1
441225,1980,32,1,0.53125,0.01,0.119999997,1.5,1
360222,1980,33,1,0.454545468,0.209999993,0.059999999,1.879999995,1
340123,1980,125,1,0.495999992,0,0,0.469999969,1
320602,1980,2,1,0.5,0,0.029999999,0.800000012,1
412821,1980,149,1,0.557047009,0,0.319999993,1.109999895,1
410727,1980,76,0.934210539,0.526315808,0,0.07,0.25,1
420803,1980,124,0.991935492,0.524193525,0,0.029999999,0.649999976,1
441223,1980,63,1,0.444444448,0.01,0.02,0.310000002,1
320825,1980,192,1,0.515625,0,0,0,1
410902,1980,21,1,0.523809552,0,0.430000007,1.360000014,1
610121,1980,125,1,0.527999997,0,0.100000001,0.339999974,1
362323,1980,134,1,0.49253732,0.050000001,0.01,0.390000015,1
440522,1980,155,1,0.561290324,0,0,0,1
321121,1980,NA,1,0.529411793,0.029999999,0.01,0.569999993,1
510822,1980,30,1,0.5,0.01,0,0.529999971,1
441721,1980,87,1,0.517241359,0,0.209999993,1.710000038,1
320411,1980,14,1,0.571428597,0,0,0.939999998,1
441423,1980,93,1,0.580645144,0.25,1.080000043,3.490000248,1
321111,1980,2,1,1,0,0.090000004,2.110000134,1
612130,1980,54,1,0.5,0,4.460000038,8.950000763,1
452223,1980,40,0.975000024,0.574999988,0,0.25,2.220000029,1
352224,1980,98,0.938775539,0.520408154,0,0,0,1
372502,1980,152,1,0.506578922,0,0.170000002,0.810000002,1
612623,1980,18,1,0.5,0,0.319999993,1.440000057,1
452523,1980,535,0.994392514,0.532710254,0,0,0,1
320980,1980,102,1,0.480392158,0,0,0,1
530112,1980,50,0.920000017,0.519999981,0,0.600000024,1.840000033,1
510622,1980,22,1,0.590909064,0,0.01,0.49000001,1
452826,1980,159,1,0.553459108,0,0,0,1
432301,1980,33,1,0.515151501,0,0,0,1
340122,1980,165,0.975757599,0.600000024,0,0,0.289999992,1
520113,1980,7,1,1,0,0,1.449999928,1
522128,1980,54,1,0.5,0,0,1.039999962,1
342124,1980,253,1,0.549407125,0,0,0,1
410611,1980,17,1,0.470588237,0,0.029999999,0.319999993,1
512529,1980,85,1,0.470588237,0.07,0.170000002,0.689999998,1
510112,1980,94,1,0.5,0,0.879999995,2.889999866,1
371021,1980,99,1,0.525252521,0,0,0,1
340602,1980,38,1,0.605263174,0,0.289999992,0.889999986,1
321027,1980,62,1,0.54838711,0,0.01,0.700000048,1
330726,1980,44,1,0.545454562,0.170000002,0.129999995,0.919999957,1
513323,1980,8,0,0.625,0,0.540000021,1.299999952,1
410328,1980,88,1,0.477272719,0,0.349999994,1.419999957,1
321080,1980,20,1,0.349999994,0,0,0,1
612525,1980,69,1,0.405797094,0,0.01,0.159999996,1
441703,1980,115,1,0.426086962,0,0,0,1
532901,1980,62,0,0.580645144,0,0.129999995,0.639999986,1
513125,1980,2,1,0.5,0,0.029999999,0.439999998,1
340221,1980,88,1,0.522727251,0.02,0.01,0.870000005,1
430527,1980,35,0.314285725,0.45714286,0,0.280000001,1.029999971,1
321082,1980,152,1,0.480263144,0,0,0,1
441228,1980,66,1,0.575757563,0,0,0,1
532228,1980,9,1,0.333333343,0,0.180000007,2.870000124,1
513334,1980,4,0,0.75,0,0,0,1
350103,1980,1,1,1,0,0,0.289999992,1
340222,1980,61,1,0.491803288,0.02,0,0.849999964,1
341024,1980,20,1,0.5,3.180000067,0,6.600000381,1
422601,1980,87,1,0.482758611,0,0,0,1
513525,1980,80,0.774999976,0.537500024,0,0,0,1
612628,1980,27,1,0.555555582,0,2.440000057,6.870000362,1
352622,1980,33,1,0.545454562,0,0,1.059999943,1
320623,1980,96,1,0.552083313,0,0.02,0.810000002,1
372425,1980,58,1,0.551724136,0,0,0,1
513330,1980,18,0,0.444444448,0,0,0,1
440224,1980,44,1,0.590909064,0.230000004,0.07,1.340000033,1
532233,1980,131,0.969465673,0.58015269,0,0.029999999,0.460000008,1
370323,1980,70,1,0.514285743,0,1.080000043,2.430000067,1
362136,1980,68,1,0.455882341,0.01,2.039999962,4.829999924,1
330802,1980,11,0.909090936,0.636363626,0,1.350000024,3.200000048,1
372928,1980,153,1,0.496732026,0,0.349999994,1.210000038,1
340321,1980,177,1,0.536723137,0,0.01,0.529999971,1
372324,1980,50,1,0.560000002,0,0.039999999,0.169999987,1
370302,1980,52,1,0.461538464,0,0.050000001,0.280000001,1
432822,1980,90,1,0.48888889,0,0,0,1
612429,1980,45,1,0.644444466,0,0,1.230000019,1
372524,1980,82,1,0.48780489,0,0.119999997,0.790000021,1
432501,1980,25,1,0.639999986,0.01,0.029999999,0.579999983,1
352128,1980,21,1,0.571428597,0,0,0,1
522635,1980,35,0,0.628571451,0,0,1.440000057,1
511002,1980,28,1,0.357142866,0,0.029999999,0.310000002,1
410126,1980,67,1,0.552238822,0,0,0,1
533325,1980,20,0.100000001,0.400000006,0,0.280000001,1.369999886,1
513423,1980,21,0.238095239,0.428571433,0,0.959999979,2.24000001,1
362421,1980,97,1,0.577319562,0,0.02,0.810000002,1
352124,1980,19,1,0.578947365,0,0,0,1
432522,1980,135,1,0.481481493,0.029999999,0.01,0.50999999,1
412725,1980,205,1,0.51219511,0,0.02,0.379999995,1
410926,1980,49,1,0.551020384,0,0.01,0.099999994,1
320122,1980,50,1,0.519999981,0.039999999,0.039999999,1.299999952,1
510780,1980,63,1,0.619047642,0,0,0,1
320122,1980,NA,1,0.519999981,0.039999999,0.039999999,1.299999952,1
352129,1980,10,1,0.200000003,0,0,0,1
370923,1980,124,1,0.5,0,0.280000001,1.369999886,1
612601,1980,46,1,0.565217376,0,1.899999976,4.539999962,1
532323,1980,27,0.814814806,0.407407403,0.01,0.050000001,1.860000134,1
612425,1980,68,1,0.411764711,0.200000003,0.01,1.230000019,1
511130,1980,9,1,0.444444448,0.01,0.07,0.519999981,1
320822,1980,133,1,0.563909769,0,0,0,1
510128,1980,58,1,0.534482777,0,0,0,1
372424,1980,120,0.908333361,0.558333337,0,0,0,1
532501,1980,26,0.15384616,0.5,0.01,0.370000005,1.809999943,1
362325,1980,24,1,0.458333343,0,0,0.660000026,1
510123,1980,25,1,0.479999989,0,0.01,0.659999967,1
533121,1980,105,0.714285731,0.371428579,0.629999995,0.079999998,4.850000381,1
533222,1980,89,0.595505595,0.471910119,0,0.140000001,1.420000076,1
430321,1980,104,1,0.557692289,0,0.01,0.580000043,1
320325,1980,133,1,0.473684222,0,0,0,1
370828,1980,76,1,0.473684222,0,0.119999997,3.300000191,1
370683,1980,102,1,0.509803951,0,0.670000017,1.480000019,1
340406,1980,282,1,0.517730474,0,0,0.280000001,1
320624,1980,NA,1,0.466216207,0,0,0,1
